"tag","url"
"小语种","http://music.taihe.com/songlist/401442402"
"说唱","http://music.taihe.com/songlist/401442402"
"华语","http://music.taihe.com/songlist/1425"
"美好","http://music.taihe.com/songlist/1425"
"流行","http://music.taihe.com/songlist/363840919"
"清晨","http://music.taihe.com/songlist/363840919"
"华语","http://music.taihe.com/songlist/5950"
"影视原声","http://music.taihe.com/songlist/5950"
"欧美","http://music.taihe.com/songlist/354951651"
"流行","http://music.taihe.com/songlist/354951651"
"清新","http://music.taihe.com/songlist/354951651"
"快乐","http://music.taihe.com/songlist/2994"
"放松","http://music.taihe.com/songlist/2994"
"美好","http://music.taihe.com/songlist/2994"
"夜晚","http://music.taihe.com/songlist/2895"
"安静","http://music.taihe.com/songlist/2895"
"欧美","http://music.taihe.com/songlist/365550855"
"流行","http://music.taihe.com/songlist/365550855"
"经典","http://music.taihe.com/songlist/365550855"
"伤感","http://music.taihe.com/songlist/3406"
"华语","http://music.taihe.com/songlist/3901"
"感动","http://music.taihe.com/songlist/3901"
"伤感","http://music.taihe.com/songlist/3901"
"思念","http://music.taihe.com/songlist/1957"
"感动","http://music.taihe.com/songlist/1957"
"韩语","http://music.taihe.com/songlist/5892"
"华语","http://music.taihe.com/songlist/7127"
"美好","http://music.taihe.com/songlist/7127"
"午后","http://music.taihe.com/songlist/7127"
"清新","http://music.taihe.com/songlist/1110"
"放松","http://music.taihe.com/songlist/1110"
"午后","http://music.taihe.com/songlist/1110"
"华语","http://music.taihe.com/songlist/7060"
"悲伤","http://music.taihe.com/songlist/7060"
"午后","http://music.taihe.com/songlist/7060"
"欧美","http://music.taihe.com/songlist/364030817"
"运动","http://music.taihe.com/songlist/364030817"
"驾驶","http://music.taihe.com/songlist/364030817"
"伤感","http://music.taihe.com/songlist/4744"
"安静","http://music.taihe.com/songlist/4744"
"华语","http://music.taihe.com/songlist/4744"
"爵士","http://music.taihe.com/songlist/377310139"
"安静","http://music.taihe.com/songlist/377310139"
"午后","http://music.taihe.com/songlist/377310139"
"安静","http://music.taihe.com/songlist/4371"
"欧美","http://music.taihe.com/songlist/4371"
"流行","http://music.taihe.com/songlist/4371"
"伤感","http://music.taihe.com/songlist/1697"
"悲伤","http://music.taihe.com/songlist/1697"
"新世纪","http://music.taihe.com/songlist/365747321"
"欧美","http://music.taihe.com/songlist/365000691"
"流行","http://music.taihe.com/songlist/365000691"
"安静","http://music.taihe.com/songlist/365000691"
"民族","http://music.taihe.com/songlist/2287"
"世界音乐","http://music.taihe.com/songlist/2287"
"华语","http://music.taihe.com/songlist/354296745"
"流行","http://music.taihe.com/songlist/354296745"
"古风","http://music.taihe.com/songlist/354296745"
"欧美","http://music.taihe.com/songlist/513"
"清新","http://music.taihe.com/songlist/513"
"美好","http://music.taihe.com/songlist/513"
"韩语","http://music.taihe.com/songlist/6174"
"经典","http://music.taihe.com/songlist/6174"
"韩语","http://music.taihe.com/songlist/363800193"
"流行","http://music.taihe.com/songlist/363800193"
"放松","http://music.taihe.com/songlist/507058130"
"轻音乐","http://music.taihe.com/songlist/507058130"
"影视原声","http://music.taihe.com/songlist/512101525"
"怀旧","http://music.taihe.com/songlist/512101525"
"经典","http://music.taihe.com/songlist/512101525"
"爵士","http://music.taihe.com/songlist/6292"
"酒吧","http://music.taihe.com/songlist/6292"
"浪漫","http://music.taihe.com/songlist/967"
"欧美","http://music.taihe.com/songlist/967"
"思念","http://music.taihe.com/songlist/967"
"感动","http://music.taihe.com/songlist/1805"
"悲伤","http://music.taihe.com/songlist/1805"
"励志","http://music.taihe.com/songlist/985"
"欧美","http://music.taihe.com/songlist/985"
"游戏","http://music.taihe.com/songlist/1767"
"欧美","http://music.taihe.com/songlist/354923162"
"流行","http://music.taihe.com/songlist/354923162"
"浪漫","http://music.taihe.com/songlist/354923162"
"华语","http://music.taihe.com/songlist/6891"
"流行","http://music.taihe.com/songlist/6891"
"怀旧","http://music.taihe.com/songlist/6891"
"欧美","http://music.taihe.com/songlist/500062823"
"流行","http://music.taihe.com/songlist/500062823"
"清新","http://music.taihe.com/songlist/500062823"
"欧美","http://music.taihe.com/songlist/354778096"
"摇滚","http://music.taihe.com/songlist/354778096"
"电子","http://music.taihe.com/songlist/509662927"
"夜店","http://music.taihe.com/songlist/509662927"
"金属","http://music.taihe.com/songlist/7188"
"朋克","http://music.taihe.com/songlist/7188"
"摇滚","http://music.taihe.com/songlist/7188"
"RnB/Soul","http://music.taihe.com/songlist/846"
"欧美","http://music.taihe.com/songlist/846"
"经典","http://music.taihe.com/songlist/846"
"华语","http://music.taihe.com/songlist/365379951"
"流行","http://music.taihe.com/songlist/365379951"
"寂寞","http://music.taihe.com/songlist/365379951"
"约会","http://music.taihe.com/songlist/2881"
"流行","http://music.taihe.com/songlist/2881"
"欧美","http://music.taihe.com/songlist/517114336"
"摇滚","http://music.taihe.com/songlist/517114336"
"流行","http://music.taihe.com/songlist/3333"
"华语","http://music.taihe.com/songlist/3051"
"流行","http://music.taihe.com/songlist/3051"
"纯音乐","http://music.taihe.com/songlist/354838770"
"安静","http://music.taihe.com/songlist/354838770"
"学习","http://music.taihe.com/songlist/354838770"
"运动","http://music.taihe.com/songlist/6755"
"快乐","http://music.taihe.com/songlist/6755"
"儿歌","http://music.taihe.com/songlist/381573607"
"华语","http://music.taihe.com/songlist/381573607"
"快乐","http://music.taihe.com/songlist/7003"
"旅行","http://music.taihe.com/songlist/7003"
"欧美","http://music.taihe.com/songlist/7003"
"欧美","http://music.taihe.com/songlist/512263513"
"金属","http://music.taihe.com/songlist/512263513"
"兴奋","http://music.taihe.com/songlist/512263513"
"经典","http://music.taihe.com/songlist/5663"
"影视原声","http://music.taihe.com/songlist/3755"
"经典","http://music.taihe.com/songlist/3755"
"夜晚","http://music.taihe.com/songlist/3755"
"欧美","http://music.taihe.com/songlist/365188713"
"流行","http://music.taihe.com/songlist/365188713"
"放松","http://music.taihe.com/songlist/365188713"
"古风","http://music.taihe.com/songlist/5158"
"流行","http://music.taihe.com/songlist/5158"
"流行","http://music.taihe.com/songlist/3086"
"欧美","http://music.taihe.com/songlist/365263437"
"RnB/Soul","http://music.taihe.com/songlist/365263437"
"流行","http://music.taihe.com/songlist/365263437"
"华语","http://music.taihe.com/songlist/365383418"
"流行","http://music.taihe.com/songlist/365383418"
"伤感","http://music.taihe.com/songlist/365383418"
"华语","http://music.taihe.com/songlist/2879"
"流行","http://music.taihe.com/songlist/2879"
"华语","http://music.taihe.com/songlist/363784460"
"运动","http://music.taihe.com/songlist/363784460"
"地铁","http://music.taihe.com/songlist/363784460"
"励志","http://music.taihe.com/songlist/991"
"感动","http://music.taihe.com/songlist/991"
"快乐","http://music.taihe.com/songlist/991"
"民谣","http://music.taihe.com/songlist/509514893"
"欧美","http://music.taihe.com/songlist/509514893"
"欧美","http://music.taihe.com/songlist/365347465"
"流行","http://music.taihe.com/songlist/365347465"
"美好","http://music.taihe.com/songlist/365347465"
"经典","http://music.taihe.com/songlist/4566"
"夜晚","http://music.taihe.com/songlist/4566"
"DJ","http://music.taihe.com/songlist/2188"
"电子","http://music.taihe.com/songlist/2188"
"励志","http://music.taihe.com/songlist/2188"
"华语","http://music.taihe.com/songlist/5851"
"华语","http://music.taihe.com/songlist/354534396"
"古风","http://music.taihe.com/songlist/354534396"
"感动","http://music.taihe.com/songlist/354534396"
"华语","http://music.taihe.com/songlist/3767"
"经典","http://music.taihe.com/songlist/3767"
"快乐","http://music.taihe.com/songlist/3767"
"欧美","http://music.taihe.com/songlist/363724663"
"流行","http://music.taihe.com/songlist/363724663"
"励志","http://music.taihe.com/songlist/363724663"
"清新","http://music.taihe.com/songlist/2052"
"约会","http://music.taihe.com/songlist/2052"
"欧美","http://music.taihe.com/songlist/2052"
"摇滚","http://music.taihe.com/songlist/367190754"
"民族","http://music.taihe.com/songlist/367190754"
"清新","http://music.taihe.com/songlist/836"
"思念","http://music.taihe.com/songlist/836"
"华语","http://music.taihe.com/songlist/365291213"
"流行","http://music.taihe.com/songlist/365291213"
"励志","http://music.taihe.com/songlist/365291213"
"华语","http://music.taihe.com/songlist/354748584"
"电子","http://music.taihe.com/songlist/354748584"
"KTV","http://music.taihe.com/songlist/354748584"
"华语","http://music.taihe.com/songlist/365399337"
"流行","http://music.taihe.com/songlist/365399337"
"经典","http://music.taihe.com/songlist/365399337"
"华语","http://music.taihe.com/songlist/365744846"
"流行","http://music.taihe.com/songlist/365744846"
"美好","http://music.taihe.com/songlist/365744846"
"华语","http://music.taihe.com/songlist/365735731"
"民谣","http://music.taihe.com/songlist/365735731"
"怀旧","http://music.taihe.com/songlist/365735731"
"华语","http://music.taihe.com/songlist/354739590"
"流行","http://music.taihe.com/songlist/354739590"
"伤感","http://music.taihe.com/songlist/354739590"
"华语","http://music.taihe.com/songlist/364999983"
"流行","http://music.taihe.com/songlist/364999983"
"伤感","http://music.taihe.com/songlist/364999983"
"华语","http://music.taihe.com/songlist/354838323"
"流行","http://music.taihe.com/songlist/354838323"
"华语","http://music.taihe.com/songlist/5679"
"快乐","http://music.taihe.com/songlist/5679"
"华语","http://music.taihe.com/songlist/365046850"
"流行","http://music.taihe.com/songlist/365046850"
"约会","http://music.taihe.com/songlist/365046850"
"伤感","http://music.taihe.com/songlist/5002"
"华语","http://music.taihe.com/songlist/5002"
"华语","http://music.taihe.com/songlist/365445279"
"欧美","http://music.taihe.com/songlist/365445279"
"流行","http://music.taihe.com/songlist/365445279"
"流行","http://music.taihe.com/songlist/363700420"
"兴奋","http://music.taihe.com/songlist/363700420"
"夜店","http://music.taihe.com/songlist/363700420"
"华语","http://music.taihe.com/songlist/365541436"
"流行","http://music.taihe.com/songlist/365541436"
"快乐","http://music.taihe.com/songlist/365541436"
"华语","http://music.taihe.com/songlist/354355637"
"治愈","http://music.taihe.com/songlist/354355637"
"伤感","http://music.taihe.com/songlist/354355637"
"华语","http://music.taihe.com/songlist/5820"
"伤感","http://music.taihe.com/songlist/5820"
"寂寞","http://music.taihe.com/songlist/5820"
"伤感","http://music.taihe.com/songlist/5368"
"悲伤","http://music.taihe.com/songlist/5368"
"流行","http://music.taihe.com/songlist/511999502"
"快乐","http://music.taihe.com/songlist/511999502"
"旅行","http://music.taihe.com/songlist/511999502"
"华语","http://music.taihe.com/songlist/4592"
"安静","http://music.taihe.com/songlist/4592"
"华语","http://music.taihe.com/songlist/363634940"
"流行","http://music.taihe.com/songlist/363634940"
"伤感","http://music.taihe.com/songlist/363634940"
"流行","http://music.taihe.com/songlist/7203"
"快乐","http://music.taihe.com/songlist/6133"
"爵士","http://music.taihe.com/songlist/6658"
"说唱","http://music.taihe.com/songlist/6658"
"美好","http://music.taihe.com/songlist/6658"
"经典","http://music.taihe.com/songlist/2379"
"流行","http://music.taihe.com/songlist/2379"
"华语","http://music.taihe.com/songlist/365002117"
"流行","http://music.taihe.com/songlist/365002117"
"影视原声","http://music.taihe.com/songlist/365002117"
"华语","http://music.taihe.com/songlist/364013626"
"流行","http://music.taihe.com/songlist/364013626"
"网络歌曲","http://music.taihe.com/songlist/364013626"
"快乐","http://music.taihe.com/songlist/365348699"
"美好","http://music.taihe.com/songlist/365348699"
"放松","http://music.taihe.com/songlist/365348699"
"欧美","http://music.taihe.com/songlist/512278413"
"古典","http://music.taihe.com/songlist/512278413"
"器乐","http://music.taihe.com/songlist/512278413"
"思念","http://music.taihe.com/songlist/365414128"
"婚礼","http://music.taihe.com/songlist/354617912"
"感动","http://music.taihe.com/songlist/354617912"
"快乐","http://music.taihe.com/songlist/354617912"
"民族","http://music.taihe.com/songlist/1748"
"经典","http://music.taihe.com/songlist/1748"
"怀旧","http://music.taihe.com/songlist/1748"
"华语","http://music.taihe.com/songlist/365753767"
"寂寞","http://music.taihe.com/songlist/365753767"
"怀旧","http://music.taihe.com/songlist/365753767"
"流行","http://music.taihe.com/songlist/3470"
"KTV","http://music.taihe.com/songlist/3470"
"经典","http://music.taihe.com/songlist/3470"
"华语","http://music.taihe.com/songlist/365647704"
"思念","http://music.taihe.com/songlist/365647704"
"华语","http://music.taihe.com/songlist/363760574"
"流行","http://music.taihe.com/songlist/363760574"
"怀旧","http://music.taihe.com/songlist/363760574"
"民谣","http://music.taihe.com/songlist/512157021"
"华语","http://music.taihe.com/songlist/512157021"
"流行","http://music.taihe.com/songlist/512157021"
"华语","http://music.taihe.com/songlist/354507415"
"流行","http://music.taihe.com/songlist/354507415"
"安静","http://music.taihe.com/songlist/354507415"
"流行","http://music.taihe.com/songlist/365274774"
"华语","http://music.taihe.com/songlist/365274774"
"美好","http://music.taihe.com/songlist/365274774"
"华语","http://music.taihe.com/songlist/364515713"
"流行","http://music.taihe.com/songlist/364515713"
"婚礼","http://music.taihe.com/songlist/364515713"
"华语","http://music.taihe.com/songlist/493265240"
"流行","http://music.taihe.com/songlist/493265240"
"纯音乐","http://music.taihe.com/songlist/364100425"
"器乐","http://music.taihe.com/songlist/364100425"
"安静","http://music.taihe.com/songlist/364100425"
"华语","http://music.taihe.com/songlist/514427087"
"民谣","http://music.taihe.com/songlist/514427087"
"寂寞","http://music.taihe.com/songlist/514427087"
"民族","http://music.taihe.com/songlist/1999"
"流行","http://music.taihe.com/songlist/1999"
"网络歌曲","http://music.taihe.com/songlist/1999"
"华语","http://music.taihe.com/songlist/512073001"
"美好","http://music.taihe.com/songlist/512073001"
"工作","http://music.taihe.com/songlist/512073001"
"后摇","http://music.taihe.com/songlist/365476076"
"安静","http://music.taihe.com/songlist/365476076"
"华语","http://music.taihe.com/songlist/354495986"
"流行","http://music.taihe.com/songlist/354495986"
"浪漫","http://music.taihe.com/songlist/354495986"
"民谣","http://music.taihe.com/songlist/5115"
"摇滚","http://music.taihe.com/songlist/5154"
"纯音乐","http://music.taihe.com/songlist/513225056"
"古典","http://music.taihe.com/songlist/513225056"
"儿歌","http://music.taihe.com/songlist/513225056"
"华语","http://music.taihe.com/songlist/512103901"
"流行","http://music.taihe.com/songlist/512103901"
"孤独","http://music.taihe.com/songlist/512103901"
"华语","http://music.taihe.com/songlist/365310655"
"流行","http://music.taihe.com/songlist/365310655"
"伤感","http://music.taihe.com/songlist/365310655"
"约会","http://music.taihe.com/songlist/6854"
"浪漫","http://music.taihe.com/songlist/6854"
"KTV","http://music.taihe.com/songlist/6854"
"华语","http://music.taihe.com/songlist/511982257"
"流行","http://music.taihe.com/songlist/511982257"
"快乐","http://music.taihe.com/songlist/511982257"
"华语","http://music.taihe.com/songlist/364099174"
"粤语","http://music.taihe.com/songlist/364099174"
"流行","http://music.taihe.com/songlist/364099174"
"夜晚","http://music.taihe.com/songlist/3876"
"励志","http://music.taihe.com/songlist/3876"
"经典","http://music.taihe.com/songlist/3876"
"华语","http://music.taihe.com/songlist/364132267"
"治愈","http://music.taihe.com/songlist/364132267"
"散步","http://music.taihe.com/songlist/364132267"
"华语","http://music.taihe.com/songlist/517051401"
"流行","http://music.taihe.com/songlist/517051401"
"治愈","http://music.taihe.com/songlist/517051401"
"思念","http://music.taihe.com/songlist/2826"
"经典","http://music.taihe.com/songlist/2826"
"华语","http://music.taihe.com/songlist/2826"
"华语","http://music.taihe.com/songlist/354580332"
"流行","http://music.taihe.com/songlist/354580332"
"悲伤","http://music.taihe.com/songlist/354580332"
"华语","http://music.taihe.com/songlist/511970811"
"民谣","http://music.taihe.com/songlist/511970811"
"安静","http://music.taihe.com/songlist/511970811"
"华语","http://music.taihe.com/songlist/363770642"
"流行","http://music.taihe.com/songlist/363770642"
"伤感","http://music.taihe.com/songlist/363770642"
"古风","http://music.taihe.com/songlist/5465"
"放松","http://music.taihe.com/songlist/5465"
"华语","http://music.taihe.com/songlist/497966274"
"流行","http://music.taihe.com/songlist/497966274"
"伤感","http://music.taihe.com/songlist/497966274"
"华语","http://music.taihe.com/songlist/7128"
"KTV","http://music.taihe.com/songlist/7128"
"工作","http://music.taihe.com/songlist/7128"
"民谣","http://music.taihe.com/songlist/5310"
"华语","http://music.taihe.com/songlist/364012790"
"说唱","http://music.taihe.com/songlist/364012790"
"约会","http://music.taihe.com/songlist/364012790"
"粤语","http://music.taihe.com/songlist/512072299"
"流行","http://music.taihe.com/songlist/512072299"
"伤感","http://music.taihe.com/songlist/512072299"
"华语","http://music.taihe.com/songlist/518605534"
"流行","http://music.taihe.com/songlist/518605534"
"性感","http://music.taihe.com/songlist/518605534"
"华语","http://music.taihe.com/songlist/354432592"
"流行","http://music.taihe.com/songlist/354432592"
"寂寞","http://music.taihe.com/songlist/354432592"
"兴奋","http://music.taihe.com/songlist/365448828"
"民谣","http://music.taihe.com/songlist/365448828"
"摇滚","http://music.taihe.com/songlist/365448828"
"华语","http://music.taihe.com/songlist/512155569"
"伤感","http://music.taihe.com/songlist/512155569"
"流行","http://music.taihe.com/songlist/512155569"
"华语","http://music.taihe.com/songlist/365555297"
"民族","http://music.taihe.com/songlist/365555297"
"经典","http://music.taihe.com/songlist/365555297"
"思念","http://music.taihe.com/songlist/6051"
"伤感","http://music.taihe.com/songlist/6051"
"治愈","http://music.taihe.com/songlist/6051"
"华语","http://music.taihe.com/songlist/514390541"
"流行","http://music.taihe.com/songlist/514390541"
"民谣","http://music.taihe.com/songlist/514390541"
"华语","http://music.taihe.com/songlist/365365573"
"流行","http://music.taihe.com/songlist/365365573"
"放松","http://music.taihe.com/songlist/365365573"
"KTV","http://music.taihe.com/songlist/4874"
"流行","http://music.taihe.com/songlist/4874"
"华语","http://music.taihe.com/songlist/365348270"
"流行","http://music.taihe.com/songlist/365348270"
"经典","http://music.taihe.com/songlist/365348270"
"雷鬼","http://music.taihe.com/songlist/7047"
"地铁","http://music.taihe.com/songlist/7047"
"酒吧","http://music.taihe.com/songlist/7047"
"华语","http://music.taihe.com/songlist/2805"
"经典","http://music.taihe.com/songlist/2805"
"摇滚","http://music.taihe.com/songlist/364069466"
"兴奋","http://music.taihe.com/songlist/364069466"
"旅行","http://music.taihe.com/songlist/364069466"
"华语","http://music.taihe.com/songlist/365445152"
"流行","http://music.taihe.com/songlist/365445152"
"孤独","http://music.taihe.com/songlist/365445152"
"流行","http://music.taihe.com/songlist/5182"
"孤独","http://music.taihe.com/songlist/365293657"
"治愈","http://music.taihe.com/songlist/365293657"
"经典","http://music.taihe.com/songlist/365293657"
"电子","http://music.taihe.com/songlist/363799753"
"兴奋","http://music.taihe.com/songlist/363799753"
"夜晚","http://music.taihe.com/songlist/363799753"
"华语","http://music.taihe.com/songlist/354922269"
"流行","http://music.taihe.com/songlist/354922269"
"思念","http://music.taihe.com/songlist/354922269"
"华语","http://music.taihe.com/songlist/364084230"
"孤独","http://music.taihe.com/songlist/364084230"
"思念","http://music.taihe.com/songlist/364084230"
"华语","http://music.taihe.com/songlist/365575602"
"散步","http://music.taihe.com/songlist/365575602"
"华语","http://music.taihe.com/songlist/363843032"
"流行","http://music.taihe.com/songlist/363843032"
"美好","http://music.taihe.com/songlist/363843032"
"励志","http://music.taihe.com/songlist/512208124"
"流行","http://music.taihe.com/songlist/512208124"
"学习","http://music.taihe.com/songlist/512208124"
"华语","http://music.taihe.com/songlist/511981520"
"思念","http://music.taihe.com/songlist/511981520"
"夜晚","http://music.taihe.com/songlist/511981520"
"华语","http://music.taihe.com/songlist/354582093"
"流行","http://music.taihe.com/songlist/354582093"
"旅行","http://music.taihe.com/songlist/354582093"
"华语","http://music.taihe.com/songlist/354583480"
"流行","http://music.taihe.com/songlist/354583480"
"寂寞","http://music.taihe.com/songlist/354583480"
"华语","http://music.taihe.com/songlist/354849084"
"浪漫","http://music.taihe.com/songlist/354849084"
"婚礼","http://music.taihe.com/songlist/354849084"
"轻音乐","http://music.taihe.com/songlist/515636093"
"器乐","http://music.taihe.com/songlist/515636093"
"华语","http://music.taihe.com/songlist/509618287"
"流行","http://music.taihe.com/songlist/509618287"
"怀旧","http://music.taihe.com/songlist/509618287"
"纯音乐","http://music.taihe.com/songlist/509800206"
"器乐","http://music.taihe.com/songlist/509800206"
"华语","http://music.taihe.com/songlist/516856978"
"流行","http://music.taihe.com/songlist/516856978"
"感动","http://music.taihe.com/songlist/516856978"
"华语","http://music.taihe.com/songlist/509390808"
"流行","http://music.taihe.com/songlist/509390808"
"流行","http://music.taihe.com/songlist/6330"
"快乐","http://music.taihe.com/songlist/6330"
"古风","http://music.taihe.com/songlist/6469"
"励志","http://music.taihe.com/songlist/987"
"学习","http://music.taihe.com/songlist/987"
"华语","http://music.taihe.com/songlist/503953512"
"美好","http://music.taihe.com/songlist/503953512"
"婚礼","http://music.taihe.com/songlist/503953512"
"华语","http://music.taihe.com/songlist/354948032"
"摇滚","http://music.taihe.com/songlist/354948032"
"民谣","http://music.taihe.com/songlist/354948032"
"纯音乐","http://music.taihe.com/songlist/515006479"
"午后","http://music.taihe.com/songlist/515006479"
"放松","http://music.taihe.com/songlist/515006479"
"华语","http://music.taihe.com/songlist/497385148"
"流行","http://music.taihe.com/songlist/497385148"
"华语","http://music.taihe.com/songlist/365301353"
"流行","http://music.taihe.com/songlist/365301353"
"浪漫","http://music.taihe.com/songlist/365301353"
"思念","http://music.taihe.com/songlist/3023"
"华语","http://music.taihe.com/songlist/3023"
"流行","http://music.taihe.com/songlist/3023"
"粤语","http://music.taihe.com/songlist/516510220"
"影视原声","http://music.taihe.com/songlist/516510220"
"怀旧","http://music.taihe.com/songlist/516510220"
"华语","http://music.taihe.com/songlist/363833914"
"流行","http://music.taihe.com/songlist/363833914"
"伤感","http://music.taihe.com/songlist/363833914"
"华语","http://music.taihe.com/songlist/354346510"
"流行","http://music.taihe.com/songlist/354346510"
"古风","http://music.taihe.com/songlist/354346510"
"华语","http://music.taihe.com/songlist/517080539"
"浪漫","http://music.taihe.com/songlist/517080539"
"约会","http://music.taihe.com/songlist/517080539"
"华语","http://music.taihe.com/songlist/354915032"
"流行","http://music.taihe.com/songlist/354915032"
"治愈","http://music.taihe.com/songlist/354915032"
"清新","http://music.taihe.com/songlist/5993"
"治愈","http://music.taihe.com/songlist/5993"
"流行","http://music.taihe.com/songlist/520479524"
"华语","http://music.taihe.com/songlist/520479524"
"流行","http://music.taihe.com/songlist/514045645"
"放松","http://music.taihe.com/songlist/514045645"
"散步","http://music.taihe.com/songlist/514045645"
"华语","http://music.taihe.com/songlist/365693832"
"流行","http://music.taihe.com/songlist/365693832"
"影视原声","http://music.taihe.com/songlist/365693832"
"华语","http://music.taihe.com/songlist/364507156"
"摇滚","http://music.taihe.com/songlist/364507156"
"伤感","http://music.taihe.com/songlist/364507156"
"华语","http://music.taihe.com/songlist/365370327"
"流行","http://music.taihe.com/songlist/365370327"
"安静","http://music.taihe.com/songlist/365370327"
"流行","http://music.taihe.com/songlist/2022"
"华语","http://music.taihe.com/songlist/514419201"
"怀旧","http://music.taihe.com/songlist/514419201"
"影视原声","http://music.taihe.com/songlist/514419201"
"华语","http://music.taihe.com/songlist/354795395"
"安静","http://music.taihe.com/songlist/354795395"
"流行","http://music.taihe.com/songlist/354795395"
"影视原声","http://music.taihe.com/songlist/6079"
"世界音乐","http://music.taihe.com/songlist/354369725"
"感动","http://music.taihe.com/songlist/354369725"
"快乐","http://music.taihe.com/songlist/5121"
"兴奋","http://music.taihe.com/songlist/5121"
"华语","http://music.taihe.com/songlist/354787209"
"流行","http://music.taihe.com/songlist/354787209"
"影视原声","http://music.taihe.com/songlist/354787209"
"华语","http://music.taihe.com/songlist/514279780"
"流行","http://music.taihe.com/songlist/514279780"
"怀旧","http://music.taihe.com/songlist/514279780"
"华语","http://music.taihe.com/songlist/369614118"
"翻唱","http://music.taihe.com/songlist/369614118"
"华语","http://music.taihe.com/songlist/365375389"
"流行","http://music.taihe.com/songlist/365375389"
"清新","http://music.taihe.com/songlist/365375389"
"华语","http://music.taihe.com/songlist/511999727"
"美好","http://music.taihe.com/songlist/511999727"
"经典","http://music.taihe.com/songlist/511999727"
"华语","http://music.taihe.com/songlist/354776017"
"流行","http://music.taihe.com/songlist/354776017"
"清新","http://music.taihe.com/songlist/354776017"
"美好","http://music.taihe.com/songlist/365413773"
"快乐","http://music.taihe.com/songlist/365413773"
"华语","http://music.taihe.com/songlist/509528496"
"粤语","http://music.taihe.com/songlist/509528496"
"民谣","http://music.taihe.com/songlist/509528496"
"古风","http://music.taihe.com/songlist/5606"
"华语","http://music.taihe.com/songlist/365375038"
"流行","http://music.taihe.com/songlist/365375038"
"励志","http://music.taihe.com/songlist/365375038"
"华语","http://music.taihe.com/songlist/493018152"
"流行","http://music.taihe.com/songlist/493018152"
"流行","http://music.taihe.com/songlist/516858592"
"华语","http://music.taihe.com/songlist/516858592"
"安静","http://music.taihe.com/songlist/516858592"
"华语","http://music.taihe.com/songlist/6660"
"华语","http://music.taihe.com/songlist/512070512"
"流行","http://music.taihe.com/songlist/512070512"
"美好","http://music.taihe.com/songlist/512070512"
"流行","http://music.taihe.com/songlist/365484648"
"美好","http://music.taihe.com/songlist/365484648"
"华语","http://music.taihe.com/songlist/364140518"
"古风","http://music.taihe.com/songlist/364140518"
"伤感","http://music.taihe.com/songlist/364140518"
"流行","http://music.taihe.com/songlist/5169"
"华语","http://music.taihe.com/songlist/365002039"
"流行","http://music.taihe.com/songlist/365002039"
"伤感","http://music.taihe.com/songlist/365002039"
"流行","http://music.taihe.com/songlist/503157941"
"美好","http://music.taihe.com/songlist/503157941"
"华语","http://music.taihe.com/songlist/6897"
"美好","http://music.taihe.com/songlist/6897"
"华语","http://music.taihe.com/songlist/507047812"
"流行","http://music.taihe.com/songlist/507047812"
"影视原声","http://music.taihe.com/songlist/507047812"
"摇滚","http://music.taihe.com/songlist/497139966"
"电子","http://music.taihe.com/songlist/497139966"
"快乐","http://music.taihe.com/songlist/6272"
"华语","http://music.taihe.com/songlist/6272"
"华语","http://music.taihe.com/songlist/363789838"
"经典","http://music.taihe.com/songlist/363789838"
"华语","http://music.taihe.com/songlist/363893891"
"流行","http://music.taihe.com/songlist/363893891"
"影视原声","http://music.taihe.com/songlist/363893891"
"华语","http://music.taihe.com/songlist/365181679"
"流行","http://music.taihe.com/songlist/365181679"
"治愈","http://music.taihe.com/songlist/365181679"
"励志","http://music.taihe.com/songlist/365764883"
"学习","http://music.taihe.com/songlist/365764883"
"影视原声","http://music.taihe.com/songlist/6355"
"华语","http://music.taihe.com/songlist/363721921"
"流行","http://music.taihe.com/songlist/363721921"
"伤感","http://music.taihe.com/songlist/363721921"
"华语","http://music.taihe.com/songlist/365596995"
"流行","http://music.taihe.com/songlist/365596995"
"思念","http://music.taihe.com/songlist/365596995"
"华语","http://music.taihe.com/songlist/363986243"
"爵士","http://music.taihe.com/songlist/363986243"
"浪漫","http://music.taihe.com/songlist/363986243"
"纯音乐","http://music.taihe.com/songlist/507580970"
"影视原声","http://music.taihe.com/songlist/507580970"
"流行","http://music.taihe.com/songlist/365338341"
"美好","http://music.taihe.com/songlist/365338341"
"旅行","http://music.taihe.com/songlist/365338341"
"影视原声","http://music.taihe.com/songlist/2398"
"怀旧","http://music.taihe.com/songlist/2398"
"经典","http://music.taihe.com/songlist/2398"
"华语","http://music.taihe.com/songlist/354324168"
"流行","http://music.taihe.com/songlist/354324168"
"华语","http://music.taihe.com/songlist/510032394"
"流行","http://music.taihe.com/songlist/510032394"
"怀旧","http://music.taihe.com/songlist/510032394"
"华语","http://music.taihe.com/songlist/495296161"
"流行","http://music.taihe.com/songlist/495296161"
"流行","http://music.taihe.com/songlist/5202"
"华语","http://music.taihe.com/songlist/512303250"
"流行","http://music.taihe.com/songlist/512303250"
"孤独","http://music.taihe.com/songlist/512303250"
"华语","http://music.taihe.com/songlist/365291347"
"流行","http://music.taihe.com/songlist/365291347"
"伤感","http://music.taihe.com/songlist/365291347"
"华语","http://music.taihe.com/songlist/365262807"
"流行","http://music.taihe.com/songlist/365262807"
"安静","http://music.taihe.com/songlist/365262807"
