"url","name","area","birthday","xingzuo","hot_fre","cover"
"http://music.taihe.com/artist/14668060","Dia Frampton","美国","1987-10-03","1987-10-03","36","http://qukufile2.qianqian.com/data2/music/184D5A362C8673C996C6AC33FFFACAD0/252680764/252680764.jpg"
"http://music.taihe.com/artist/14674804","贵族乐团","台湾","不详","生日：","3.99万","http://qukufile2.qianqian.com/data2/pic/5b8d7b40577f2e3649509014e98e4c27/610200140/610200140.jpg"
"http://music.taihe.com/artist/1468","王蓉","中国","1978-12-24","(摩羯座)","1.02万","http://qukufile2.qianqian.com/data2/pic/86409428/86409428.jpg"
"http://music.taihe.com/artist/146801388","陈学冬","中国","1990-06-28","(巨蟹座)","4732","http://qukufile2.qianqian.com/data2/pic/246584734/246584734.jpg"
"http://music.taihe.com/artist/1470","王子鸣","中国","1972-01-23","(水瓶座)","373","http://qukufile2.qianqian.com/data2/music/50A3B82C261E12916A1509417B23A596/252055714/252055714.jpg"
"http://music.taihe.com/artist/1471","于文华","中国","1965-03-09","(双鱼座)","7008","http://qukufile2.qianqian.com/data2/pic/86409754/86409754.jpg"
"http://music.taihe.com/artist/1471747","Cake","美国","不详","不详","0","http://qukufile2.qianqian.com/data2/pic/383af6607ca6a21174c7b9fd2c9f6284/605194854/605194854.jpg"
"http://music.taihe.com/artist/1472","反光镜乐队","中国","1997","1997","63","http://qukufile2.qianqian.com/data2/music/B4A38E0A358B21D7ADC697E48EBAE5C3/252054043/252054043.jpg"
"http://music.taihe.com/artist/1472282","Luar na Lubre","西班牙","不详","不详","0","http://qukufile2.qianqian.com/data2/music/5472145C30F6BCC236FF8594D96D73CC/252140220/252140220.jpg"
"http://music.taihe.com/artist/1472333","Laura Jansen","美国","1977-03-04","1977-03-04","8","http://qukufile2.qianqian.com/data2/music/80C0475496BBACBA9BCF53F28A4BC959/252378183/252378183.jpg"
"http://music.taihe.com/artist/1473","功夫派","中国","不详","不详","68","http://qukufile2.qianqian.com/data2/pic/3aa65619086f6b02468094ed2a229f3d/610589309/610589309.png"
"http://music.taihe.com/artist/147308161","吴亦凡","中国","1990-11-06","(天蝎座)","188","http://qukufile2.qianqian.com/data2/pic/c5949970a574a1fbc172fc2bb4ff39f4/583639188/583639188.jpg"
"http://music.taihe.com/artist/14758261","花粥","中国","1993-07-21","(巨蟹座)","2934","http://qukufile2.qianqian.com/data2/pic/d6ca98b37e615a098a972d8d1454ff19/602772808/602772808.jpg"
"http://music.taihe.com/artist/1479","张芸京","台湾","1983-09-06","(处女座)","68","http://qukufile2.qianqian.com/data2/pic/16f073416bed9445c2a0f00d066fb74e/610243519/610243519.jpg"
"http://music.taihe.com/artist/14791073","CNBLUE","韩国","2009-08-19","(狮子座)","2","http://qukufile2.qianqian.com/data2/pic/122870199/122870199.jpg"
"http://music.taihe.com/artist/1481","莫艳琳","中国","09-17","(处女座)","1.61万","http://qukufile2.qianqian.com/data2/music/310B10B0585DA41EA1F950E87483DF81/252056790/252056790.jpg"
"http://music.taihe.com/artist/1482","至上励合","中国","不详","不详","19","http://qukufile2.qianqian.com/data2/pic/3631da570c422b84d1609024eb4ab7cd/610639523/610639523.jpg"
"http://music.taihe.com/artist/1484102","Ed Sheeran","英国","1991-02-17","(水瓶座)","155","http://qukufile2.qianqian.com/data2/pic/f88bb58b3a4b2be637bf5a70ab83d3e3/610639570/610639570.jpg"
"http://music.taihe.com/artist/1484595","Ellie Goulding","英国","1986-12-30","(摩羯座)","463","http://qukufile2.qianqian.com/data2/pic/2365a6c546a382e2f9cdf96efb5faedc/540673384/540673384.jpg"
"http://music.taihe.com/artist/1485770","Dana Glover","美国","1974-10-14","(天秤座)","22","http://qukufile2.qianqian.com/data2/music/0F27CB2C93EAE7ED4082F584EC062AC4/252356470/252356470.jpg"
"http://music.taihe.com/artist/1485835","唐嫣","中国","1983-12-06","(射手座)","96","http://qukufile2.qianqian.com/data2/music/945357E32F97CCA32E774137FE8BE160/252359530/252359530.jpg"
"http://music.taihe.com/artist/1486149","Jedd Hughes","澳大利亚","1982-03-31","(白羊座)","0","http://qukufile2.qianqian.com/data2/music/D8BCBA4A0194A2286024717A88CEFC9E/252137231/252137231.jpg"
"http://music.taihe.com/artist/1486501","老男孩","中国","不详","不详","147","http://qukufile2.qianqian.com/data2/music/A020F99BCC2786D9A63D0FBD42489F33/252617567/252617567.jpg"
"http://music.taihe.com/artist/1487","王强","中国","1974-05-12","(金牛座)","4548","http://qukufile2.qianqian.com/data2/pic/86411521/86411521.jpg"
"http://music.taihe.com/artist/1489","小虎队","中国","不详","不详","140","http://qukufile2.qianqian.com/data2/pic/246586013/246586013.jpg"
"http://music.taihe.com/artist/1490","凤凰传奇","中国","不详","不详","6.57万","http://qukufile2.qianqian.com/data2/pic/246584869/246584869.jpg"
"http://music.taihe.com/artist/1491","易欣","中国","1977-12-10","(射手座)","3561","http://qukufile2.qianqian.com/data2/music/3C8F5C5210696898E108B87C40765FE4/252056635/252056635.jpg"
"http://music.taihe.com/artist/149216","豪图","中国","(狮子座)","(狮子座)","653","http://qukufile2.qianqian.com/data2/music/8BABF4FB679DC6EE8AFE6E938D733ED9/252470738/252470738.jpg"
"http://music.taihe.com/artist/1492696","mendelssohn","德国","不详","生日：","157","http://qukufile2.qianqian.com/data2/music/C1C4858D3B0BA6393BB2FE64E8677926/252344620/252344620.jpg"
"http://music.taihe.com/artist/1492853","肖邦","波兰","1810-03-01","(双鱼座)","4007","http://qukufile2.qianqian.com/data2/music/7878AF4252CCF296BDFAE954CD4C5D97/252366574/252366574.jpg"
"http://music.taihe.com/artist/1492907","Elin Lanto","瑞典","1984-07-22","1984-07-22","0","http://qukufile2.qianqian.com/data2/music/FB6719693762DD0D6A707D10C90A0D9A/252129829/252129829.jpg"
"http://music.taihe.com/artist/1492971","付娜","中国","不详","生日：","3547","http://qukufile2.qianqian.com/data2/pic/ab85354aab443bc47de2d60d09cfb8cd/609112612/609112612.jpg"
"http://music.taihe.com/artist/1493042","Venke Knutson","挪威","1978-10-20","(天秤座)","0","http://qukufile2.qianqian.com/data2/music/CB2755F15C6660402C0E8B5441FCEC4D/252158011/252158011.jpg"
"http://music.taihe.com/artist/1498","许景淳","中国","1963-11-21","(天蝎座)","4997","http://qukufile2.qianqian.com/data2/music/436653132C1ED44BD562919A5EB87422/252054844/252054844.jpg"
"http://music.taihe.com/artist/1499","李玲玉","中国","1963-04-09","(白羊座)","7107","http://qukufile2.qianqian.com/data2/pic/246585284/246585284.jpg"
"http://music.taihe.com/artist/1499406","程罕华","中国","1979-08-01","1979-08-01","466","http://qukufile2.qianqian.com/data2/pic/d71d2d81211f1ebbaf674e56e07d7272/610268905/610268905.jpg"
"http://music.taihe.com/artist/1500","龙宽九段","中国","不详","不详","6809","http://qukufile2.qianqian.com/data2/music/1E505A0731497187E8C05D1A6DCE237E/252056786/252056786.jpg"
"http://music.taihe.com/artist/1502","黄舒骏","台湾","1966-01-11","(摩羯座)","81","http://qukufile2.qianqian.com/data2/music/FDB494F47C209BAD6A6C6AD8809FB262/252057156/252057156.jpg"
"http://music.taihe.com/artist/1503","黄妃","台湾","1974-07-13","(巨蟹座)","67","http://qukufile2.qianqian.com/data2/pic/26d2556fa61b4fb6b7f8e3ca1355baa4/610387631/610387631.jpg"
"http://music.taihe.com/artist/1509","戚薇","中国","1984-10-26","(天蝎座)","2.56万","http://qukufile2.qianqian.com/data2/pic/246680861/246680861.jpg"
"http://music.taihe.com/artist/151105010","陈惠婷","台湾","1978-04-03","(白羊座)","17","http://qukufile2.qianqian.com/data2/pic/52d03b3993975f6c9b8b3df04913e98a/607474512/607474512.jpg"
"http://music.taihe.com/artist/151151879","杨玏","中国","1987-03-02","(双鱼座)","131","http://qukufile2.qianqian.com/data2/pic/81d92429402fe21569868a58b4c60231/610263804/610263804.jpg"
"http://music.taihe.com/artist/1514","祖海","中国","1976-05-10","(金牛座)","7200","http://qukufile2.qianqian.com/data2/music/FFB15BEBC0C4C542CBC054B1925E5FBB/252055982/252055982.jpg"
"http://music.taihe.com/artist/1515","子曰乐队","中国","不详","不详","0","http://qukufile2.qianqian.com/data2/music/1DB31BE0F5C734CB026A132459FD80A2/252056781/252056781.jpg"
"http://music.taihe.com/artist/15195761","吴迪","中国","1985-01-13","(摩羯座)","0","http://qukufile2.qianqian.com/data2/pic/f34a00bce092363e8c7a1de494901b82/594960833/594960833.jpg"
"http://music.taihe.com/artist/1520","小虫","台湾","1961-03-03","(双鱼座)","3074","http://qukufile2.qianqian.com/data2/pic/d1edd94e376e4c876b01d5d252c753c7/580374156/580374156.jpg"
"http://music.taihe.com/artist/1521","小曾","中国","02-08","02-08","9774","http://qukufile2.qianqian.com/data2/pic/a8f34dbe5d0c5c79e5bb5426a03ecf8a/583637030/583637030.jpg"
"http://music.taihe.com/artist/1522","优客李林","台湾","不详","不详","11","http://qukufile2.qianqian.com/data2/pic/a12d43de609205a65e2dda41f5d79ecb/607832485/607832485.jpg"
"http://music.taihe.com/artist/1523","谢东","中国","1963-01-20","(水瓶座)","1501","http://qukufile2.qianqian.com/data2/music/FBA9119D75D0ED62980BEC816F8E27E2/252057398/252057398.jpg"
"http://music.taihe.com/artist/152385429","Oliver Heldens","荷兰","不详","生日：","0","http://qukufile2.qianqian.com/data2/music/CEE16C91005907FC769F41807920776C/254575472/254575472.jpg"
"http://music.taihe.com/artist/1524","谢军","中国","1970-09-10","(处女座)","79","http://qukufile2.qianqian.com/data2/music/57BFCCEA82F9D4A7E6B87DF814C53B62/252064854/252064854.jpg"
"http://music.taihe.com/artist/1525","元卫觉醒","台湾","不详","不详","11","http://qukufile2.qianqian.com/data2/music/DDB94A2E501A4F876E80E897320F7DC0/252055263/252055263.jpg"
"http://music.taihe.com/artist/1529","徐洁儿","台湾","1978-10-30","(天蝎座)","12","http://qukufile2.qianqian.com/data2/music/7537601AF42156E1B9BB8989B60E7B89/252054950/252054950.jpg"
"http://music.taihe.com/artist/1530220","回音哥","中国","1987-10-22","(天秤座)","1.10万","http://qukufile2.qianqian.com/data2/music/AE6D18EF9E975CDEF2180133892EFA5D/252909312/252909312.jpg"
"http://music.taihe.com/artist/1530515","陈思诺","中国","1988-11-29","(射手座)","93","http://qukufile2.qianqian.com/data2/pic/1dd19ec75fab700bb019428ace5032ef/610468417/610468417.jpg"
"http://music.taihe.com/artist/1531","甄妮","中国","1953-02-20","(双鱼座)","2325","http://qukufile2.qianqian.com/data2/pic/442075d203a600dda46bb0673d98cd03/569684315/569684315.jpg"
"http://music.taihe.com/artist/1532","郑智化","台湾","1961-11-14","(天蝎座)","162","http://qukufile2.qianqian.com/data2/pic/8a0f61720e06f16a9602b43d6baa68ff/610693479/610693479.jpg"
"http://music.taihe.com/artist/153209345","Meghan Trainor","美国","1993-12-22","(摩羯座)","26","http://qukufile2.qianqian.com/data2/pic/36a0a680361397cbc9b4d91fbfe61af5/541988626/541988626.jpg"
"http://music.taihe.com/artist/153210448","Rixton","英国","2012","2012","1","http://qukufile2.qianqian.com/data2/pic/72885a3e00be4cd507ec3e44cd86af2f/611329059/611329059.jpg"
"http://music.taihe.com/artist/153225","本兮","中国","1994-06-30","(巨蟹座)","54","http://qukufile2.qianqian.com/data2/pic/aba52cadfbbdbf2692cb0cd108e8fcb8/604146313/604146313.jpg"
"http://music.taihe.com/artist/1533","郑怡","台湾","1961-03-31","(白羊座)","426","http://qukufile2.qianqian.com/data2/pic/96cd89e81833979616bb50537e4ede7f/608331691/608331691.jpg"
"http://music.taihe.com/artist/1534","无印良品","台湾","不详","不详","1.44万","http://qukufile2.qianqian.com/data2/music/1356822A8C97E44F4B2CF13B0B308672/252055558/252055558.jpg"
"http://music.taihe.com/artist/1535","娃娃","台湾","1964-03-18","(双鱼座)","2.12万","http://qukufile2.qianqian.com/data2/pic/59998a51b024557c438ca6a70b47c76c/568762135/568762135.jpg"
"http://music.taihe.com/artist/1537","天堂乐队","中国","1992-12-01","1992-12-01","384","http://qukufile2.qianqian.com/data2/pic/19ea634e94afd27bfd069555c693a2e0/594962270/594962270.jpg"
"http://music.taihe.com/artist/1538","东来东往","中国","1983-12-03","(射手座)","5355","http://qukufile2.qianqian.com/data2/music/6FB147D4C1FFFE64E2DB2B89E095A313/252066523/252066523.jpg"
"http://music.taihe.com/artist/15402606","李娅莎","中国","1982-12-17","(射手座)","778","http://qukufile2.qianqian.com/data2/pic/f422fc0fa84e4d3844a79e189aadadfe/605025910/605025910.jpg"
"http://music.taihe.com/artist/1541","陈洁仪","新加坡","1972-09-15","(处女座)","3.25万","http://qukufile2.qianqian.com/data2/pic/2e6b94632f0e147546a9a8a2e7ebc09e/583087129/583087129.jpg"
"http://music.taihe.com/artist/15417100","葛仲珊","台湾","1985-09-05","(处女座)","1","http://qukufile2.qianqian.com/data2/pic/08808fe1534e10aab27bb0bd3b779a27/607813875/607813875.jpg"
"http://music.taihe.com/artist/1543060","李晟","中国","1985-09-10","(处女座)","2752","http://qukufile2.qianqian.com/data2/pic/86456504/86456504.jpg"
"http://music.taihe.com/artist/1545","黄鹤翔","中国","1973-09-18","(处女座)","2462","http://qukufile2.qianqian.com/data2/music/B888F7160FE955076BD9F2A27ED9E9CE/252056318/252056318.jpg"
"http://music.taihe.com/artist/1546","黄格选","中国","1970-02-28","(双鱼座)","2.71万","http://qukufile2.qianqian.com/data2/music/0F7D056BEC084659F9DD6F90DAC34851/252057024/252057024.jpg"
"http://music.taihe.com/artist/15493531","Jazzamor","德国","不详","不详","46","http://qukufile2.qianqian.com/data2/pic/5ae69ec79b888f63064ffa196f7616af/607883297/607883297.png"
"http://music.taihe.com/artist/1550","郭峰","中国","1962-09-14","(处女座)","2.58万","http://qukufile2.qianqian.com/data2/pic/130d20d501a6b5d6d3f4b2409052d86c/261622358/261622358.jpg"
"http://music.taihe.com/artist/1553","沈元","中国","不详","生日：","0","http://qukufile2.qianqian.com/data2/music/B3261B4B02A9309AF7B3F6DFED7CF226/252055955/252055955.jpg"
"http://music.taihe.com/artist/1556","罗忆诗","马来西亚","05-30","(双子座)","630","http://qukufile2.qianqian.com/data2/music/44670911301D0159E73F3697E7FD0793/252057680/252057680.jpg"
"http://music.taihe.com/artist/1557","许嵩","中国","1986-05-14","(金牛座)","21.82万","http://qukufile2.qianqian.com/data2/pic/0d8e3007d1cb42db293a80f12e9c4771/611790763/611790763.JPG"
"http://music.taihe.com/artist/1558","阿兰","中国","1987-07-25","(狮子座)","9204","http://qukufile2.qianqian.com/data2/pic/8d248de9c4a922b8820742b5972767c1/584962969/584962969.jpg"
"http://music.taihe.com/artist/1559","黄莺莺","台湾","1951-08-29","(处女座)","119","http://qukufile2.qianqian.com/data2/pic/37aa484e2f70a9a9d7509efdaf583187/601647573/601647573.jpg"
"http://music.taihe.com/artist/1562","龙宽","中国","1980-07-23","(狮子座)","24","http://qukufile2.qianqian.com/data2/pic/e31cbaea916feab4667843d5d603d802/610909249/610909249.jpg"
"http://music.taihe.com/artist/1563","刘沁","中国","1975-02-22","(双鱼座)","114","http://qukufile2.qianqian.com/data2/music/7F6B2E2F0C1507F8F979F5B5C01EAFC5/252064120/252064120.jpg"
"http://music.taihe.com/artist/1565","元若蓝","台湾","1986-05-28","(金牛座)","268","http://qukufile2.qianqian.com/data2/pic/86420371/86420371.jpg"
"http://music.taihe.com/artist/1567","张志林","中国","1979-10-27","(天蝎座)","142","http://qukufile2.qianqian.com/data2/pic/631282f5d19ce0a0a1e528f1a09cb226/610607800/610607800.jpg"
"http://music.taihe.com/artist/156963642","毛泽少","中国","1984-05-24","(双子座)","1580","http://qukufile2.qianqian.com/data2/pic/123038390/123038390.jpg"
"http://music.taihe.com/artist/1570","吴彤","中国","1971-09-21","(处女座)","397","http://qukufile2.qianqian.com/data2/music/452FA441730CEAD3693EF9B1FF8E97D9/252057750/252057750.jpg"
"http://music.taihe.com/artist/1571","谢和弦","台湾","1987-04-15","(白羊座)","2753","http://qukufile2.qianqian.com/data2/pic/4db5931b414d72b26c83046a92ad7004/599488203/599488203.jpg"
"http://music.taihe.com/artist/1572","棉花糖","台湾","不详","不详","1.14万","http://qukufile2.qianqian.com/data2/music/FEFFC9EFB901E99F5655E70AD47E0506/252061020/252061020.jpg"
"http://music.taihe.com/artist/1573","青鸟飞鱼","中国","不详","不详","37","http://qukufile2.qianqian.com/data2/pic/2a2d88ae6e7b98adf534759655c6cd14/607857603/607857603.jpg"
"http://music.taihe.com/artist/1578","徐子崴","中国","1983-08-19","(狮子座)","400","http://qukufile2.qianqian.com/data2/pic/86420874/86420874.jpg"
"http://music.taihe.com/artist/1579","徐佳莹","中国","1984-12-20","(射手座)","3.69万","http://qukufile2.qianqian.com/data2/pic/262900349/262900349.jpg"
"http://music.taihe.com/artist/1580","宋念宇","台湾","1983-11-22","(射手座)","8","http://qukufile2.qianqian.com/data2/pic/56d25bdaed8f4511d848dd7d46247925/608160081/608160081.jpg"
"http://music.taihe.com/artist/1581","郁可唯","中国","1983-10-23","(天秤座)","2.85万","http://qukufile2.qianqian.com/data2/pic/1be615a57d062f03c2d6257458478c26/611945086/611945086.jpg"
"http://music.taihe.com/artist/1582","李霄云","澳大利亚","1987-03-16","(双鱼座)","104","http://qukufile2.qianqian.com/data2/pic/3eaa7a31be891eb66f3ece381d2d4e1f/610586436/610586436.jpg"
"http://music.taihe.com/artist/1582617","David Garrett","德国","1980-09-04","(处女座)","47","http://qukufile2.qianqian.com/data2/pic/74d07c44e6534ee63ede79a24e90f97c/261257897/261257897.jpg"
"http://music.taihe.com/artist/158276892","Peter Hollens","美国","1982-03-04","1982-03-04","1","http://qukufile2.qianqian.com/data2/music/5C5876A532936AF093887989B5018DEF/253146440/253146440.jpg"
"http://music.taihe.com/artist/158278368","Rachel Taylor","美国","不详","生日：","1","http://qukufile2.qianqian.com/data2/pic/4e55a00c2f95da01f3f10b55c2c1884b/610676940/610676940.jpg"
"http://music.taihe.com/artist/158278503","MAGIC!","加拿大","不详","不详","5","http://qukufile2.qianqian.com/data2/pic/947aea2a6301c68512dadea3a73e7ffc/610912188/610912188.jpg"
"http://music.taihe.com/artist/158278664","Joseph Trapanese","美国","不详","生日：","0","http://qukufile2.qianqian.com/data2/pic/2750fc14c9568bf6b9904fbbf2dcdeb3/590363965/590363965.jpg"
"http://music.taihe.com/artist/158278777","Shawn Mendes","加拿大","1998-08-08","(狮子座)","34","http://qukufile2.qianqian.com/data2/pic/d6a5436f0fd71a9bdf449cb10c20cda8/272820441/272820441.jpg"
"http://music.taihe.com/artist/158279182","Broiler","挪威","不详","生日：","0","http://qukufile2.qianqian.com/data2/pic/d355f60a94b5cc17e78bca75eb6bc1cb/610791689/610791689.jpg"
"http://music.taihe.com/artist/1583","青春美少女","中国","不详","不详","661","http://qukufile2.qianqian.com/data2/music/329BA51ABB8B3C874F82FADE447BA4EA/252056716/252056716.jpg"
"http://music.taihe.com/artist/1584151","孙露","中国","1986-06-27","(巨蟹座)","1.22万","http://qukufile2.qianqian.com/data2/pic/246585831/246585831.jpg"
"http://music.taihe.com/artist/1585","黄英","中国","1989-01-27","(水瓶座)","345","http://qukufile2.qianqian.com/data2/pic/5dd1e95c270b715c4702df2356eef454/585355015/585355015.jpg"
"http://music.taihe.com/artist/1587","江映蓉","中国","1988-02-01","(水瓶座)","6247","http://qukufile2.qianqian.com/data2/pic/4802a1914a351eb9f5c41478e403e434/610638168/610638168.jpg"
"http://music.taihe.com/artist/15874959","邓海","中国","1985-09-10","1985-09-10","31","http://qukufile2.qianqian.com/data2/pic/86508069/86508069.jpg"
"http://music.taihe.com/artist/1588","曾轶可","中国","1990-01-03","(摩羯座)","51","http://qukufile2.qianqian.com/data2/pic/901cb5475c939148e9c16ab658990b75/598035451/598035451.jpg"
"http://music.taihe.com/artist/1589","郭顶","中国","1985-08-16","(狮子座)","41","http://qukufile2.qianqian.com/data2/pic/0bd84294e89f947bce82a6bc9c07d3d1/607947365/607947365.jpg"
"http://music.taihe.com/artist/158913844","Hozier","爱尔兰","1990-03-17","(双鱼座)","8","http://qukufile2.qianqian.com/data2/pic/6ed545f9e7bf70749d8ea03be6ba8847/606141618/606141618.jpg"
"http://music.taihe.com/artist/1591","黄勇","中国","1979","1979","51","http://qukufile2.qianqian.com/data2/pic/6597a7308d124de9237b95bb1afc129f/604709037/604709037.jpg"
"http://music.taihe.com/artist/1592","蓝雨 ()已删除","中国","(巨蟹座)","(巨蟹座)","61","http://qukufile2.qianqian.com/data2/pic/112042885/112042885.png"
"http://music.taihe.com/artist/1597","关喆","中国","1981-04-23","(金牛座)","94","http://qukufile2.qianqian.com/data2/pic/4bd285deb6c5200381a50358976057ee/610614483/610614483.jpg"
"http://music.taihe.com/artist/1600","刘文正","台湾","1952-11-22","(射手座)","54","http://qukufile2.qianqian.com/data2/pic/911106b03705e5b681d26f6dceef1bb4/591353956/591353956.jpg"
"http://music.taihe.com/artist/16012836","Jessie Ware","英国","1984-10-15","1984-10-15","5","http://qukufile2.qianqian.com/data2/music/90B9EF6C17F099071D765032FBF5D922/253002378/253002378.jpg"
"http://music.taihe.com/artist/1602","张婧","中国","1986-05-30","(双子座)","1.64万","http://qukufile2.qianqian.com/data2/music/2018A827D82BD07D8F875960C056C1CE/252056871/252056871.jpg"
"http://music.taihe.com/artist/1603","郭书瑶","台湾","1990-07-18","(巨蟹座)","2","http://qukufile2.qianqian.com/data2/music/D7596048BD510A02C7B612BA29417A84/252058205/252058205.jpg"
"http://music.taihe.com/artist/160392589","You+Me","加拿大","不详","不详","1","http://qukufile2.qianqian.com/data2/music/15BDE43CC7C2B5DAEB8F8CD113EA2C66/254915819/254915819.jpg"
"http://music.taihe.com/artist/1604","陈小霞","台湾","1954-05-07","(金牛座)","2110","http://qukufile2.qianqian.com/data2/music/841A33E8BEB4A84AC0CFA10B7B6F1646/252057524/252057524.jpg"
"http://music.taihe.com/artist/1605","李丽芬","台湾","1963-07-11","(巨蟹座)","2.61万","http://qukufile2.qianqian.com/data2/pic/df000c37e6f628ff96c6ba5c09c2f2e0/580375042/580375042.jpg"
"http://music.taihe.com/artist/1607","MIC男团","中国","不详","不详","635","http://qukufile2.qianqian.com/data2/pic/605231c620ef9ba5be2791bbb87301fe/580379117/580379117.jpg"
"http://music.taihe.com/artist/1608","钟立风","中国","1974-02-16","1974-02-16","6126","http://qukufile2.qianqian.com/data2/pic/86424286/86424286.jpg"
"http://music.taihe.com/artist/160889026","马頔","中国","1989-01-15","(摩羯座)","222","http://qukufile2.qianqian.com/data2/pic/19bda38b70ba4c300fd9583b1cfab78a/258953748/258953748.jpg"
"http://music.taihe.com/artist/1610","乌兰托娅","中国","1983-08-21","(狮子座)","1.10万","http://qukufile2.qianqian.com/data2/pic/ca7cfeadf96783a24c27b9fde2983c5d/583624283/583624283.jpg"
"http://music.taihe.com/artist/1612","Groove Coverage","德国","不详","不详","243","http://qukufile2.qianqian.com/data2/pic/86424898/86424898.jpg"
"http://music.taihe.com/artist/1613","陈玉建","中国","1973-11-01","(天蝎座)","3806","http://qukufile2.qianqian.com/data2/music/E427091B29C602FDBAA5E9636FDD9C28/252068176/252068176.jpg"
"http://music.taihe.com/artist/16139044","金小鱼","法国","1986-06-21","(双子座)","39","http://qukufile2.qianqian.com/data2/pic/31694284550f787f5974727d6989973d/610466916/610466916.jpg"
"http://music.taihe.com/artist/1615","斯琴高丽","中国","1984-01-19","(摩羯座)","1998","http://qukufile2.qianqian.com/data2/pic/241215138/241215138.jpg"
"http://music.taihe.com/artist/1619","索朗扎西","中国","(处女座)","(处女座)","1254","http://qukufile2.qianqian.com/data2/music/281EBA843E040ABB061C185BE9B433B2/252057529/252057529.jpg"
"http://music.taihe.com/artist/1620581","陈妍希","台湾","1983-05-31","1983-05-31","5","http://qukufile2.qianqian.com/data2/pic/86429839/86429839.jpg"
"http://music.taihe.com/artist/1623","央金兰泽","中国","02-12","02-12","287","http://qukufile2.qianqian.com/data2/pic/576c2a06aec1d90bdea242466cdb3363/580386326/580386326.jpg"
"http://music.taihe.com/artist/1625","杨沛宜","中国","2001-07-08","(巨蟹座)","452","http://qukufile2.qianqian.com/data2/pic/21aa85ca310bd4c7642dbf76c3c9e54d/599506897/599506897.jpg"
"http://music.taihe.com/artist/1625528","林子曦","中国","1988-01-19","(摩羯座)","144","http://qukufile2.qianqian.com/data2/pic/998c4835279549dcca16d4387916365e/605595047/605595047.png"
"http://music.taihe.com/artist/1627","阿宝","中国","1969-02-27","(双鱼座)","4.98万","http://qukufile2.qianqian.com/data2/pic/86426071/86426071.jpg"
"http://music.taihe.com/artist/1629","冷漠","中国","1983-01-16","(摩羯座)","12.59万","http://qukufile2.qianqian.com/data2/pic/86426181/86426181.jpg"
"http://music.taihe.com/artist/1630","曾春年","中国","1978-08-28","(处女座)","962","http://qukufile2.qianqian.com/data2/music/621372B5A7B10B5EC3D877331407C970/252064365/252064365.jpg"
"http://music.taihe.com/artist/1632","Blue","英国","不详","不详","600","http://qukufile2.qianqian.com/data2/pic/4e04ebd1b52f66f9c5ae85e3cdd6586e/261495553/261495553.jpg"
"http://music.taihe.com/artist/1632037","林楠","中国","不详","生日：","175","http://qukufile2.qianqian.com/data2/pic/dbc6ae772b90b6bc80822e4535a40c76/608043205/608043205.jpg"
"http://music.taihe.com/artist/1632101","高玺","中国","不详","生日：","90","http://qukufile2.qianqian.com/data2/pic/23372f2991e404fbb9d25b78d41c2af7/607969220/607969220.JPG"
"http://music.taihe.com/artist/1632183","王琨","中国","1989-07-05","1989-07-05","31","http://qukufile2.qianqian.com/data2/music/DFEE4CF562EC39673774C9A208ED8FB5/252903222/252903222.jpg"
"http://music.taihe.com/artist/1632184","李亮","中国","1995-06-21","(双子座)","60","http://qukufile2.qianqian.com/data2/pic/deb72e098840d4e2d7911d6d41cb6d8a/594361602/594361602.jpg"
"http://music.taihe.com/artist/1632185","余明涛","中国","不详","生日：","37","http://qukufile2.qianqian.com/data2/pic/23372f2991e404fbb9d25b78d41c2af7/610282743/610282743.JPG"
"http://music.taihe.com/artist/1632268","周李","中国","不详","生日：","40","http://qukufile2.qianqian.com/data2/pic/23372f2991e404fbb9d25b78d41c2af7/607975137/607975137.JPG"
"http://music.taihe.com/artist/1632269","袁娟","中国","不详","生日：","24","/static/images/default/user_default_60.jpg"
"http://music.taihe.com/artist/1632270","高晶","中国","1986-03-08","(双鱼座)","87","http://qukufile2.qianqian.com/data2/pic/f0e0ba561b018936ad4a887c0ad175d1/608073812/608073812.jpg"
"http://music.taihe.com/artist/163361619","张碧晨","中国","1989-09-10","(处女座)","1.62万","http://qukufile2.qianqian.com/data2/pic/6c45625077a8d5f4413e5e6be42b7e51/542130976/542130976.jpg"
"http://music.taihe.com/artist/163478415","李真","中国","1982-06-03","1982-06-03","20","http://qukufile2.qianqian.com/data2/pic/123443212/123443212.jpg"
"http://music.taihe.com/artist/1637","德德玛","中国","1946-11-30","(射手座)","801","http://qukufile2.qianqian.com/data2/music/4C2B1F0B478ADD2AA9ABE22DFC25AB08/252057253/252057253.jpg"
"http://music.taihe.com/artist/1638","降央卓玛","中国","1984-02-01","(水瓶座)","3.22万","http://qukufile2.qianqian.com/data2/pic/246585018/246585018.jpg"
"http://music.taihe.com/artist/1639","董贞","中国","1986-08-27","(处女座)","3155","http://qukufile2.qianqian.com/data2/pic/257202967/257202967.jpg"
"http://music.taihe.com/artist/1641","六哲","中国","1985-10-18","(天秤座)","134","http://qukufile2.qianqian.com/data2/pic/86427482/86427482.jpg"
"http://music.taihe.com/artist/164182813","cookie girls","中国","不详","不详","33","http://qukufile2.qianqian.com/data2/pic/af4c0fffff17cae5e4d669bcbe1ce7a5/541987850/541987850.jpg"
