"name","date","url","author","author_url","ablum_name","ablum_link"
"迷图 Me Too","发行时间：2015-03-11","http://music.taihe.com/song/123291997","简迷离","/artist/56879","迷图","/album/238873321"
"你是我兄弟","发行时间：2006-12-08","http://music.taihe.com/song/123301477","周华健,品冠,黄品源","/artist/1097","泪光闪闪,源来有你","/album/65495"
"幸运符号","发行时间：2014-09-17","http://music.taihe.com/song/123304515","TFBOYS","/artist/81381913","幸运符号","/album/123304516"
"另一半","发行时间：2014-09-19","http://music.taihe.com/song/123331497","罗晋","/artist/35941696","电视剧《幸福三十六计》","/album/610158865"
"来吧 兄弟","发行时间：2014-09-19","http://music.taihe.com/song/123332338","陈思诚","/artist/209984753","来吧 兄弟","/album/123332344"
"Addicted","发行时间：2006-10-01","http://music.taihe.com/song/1233352","Amy Winehouse","/artist/172153","Back To Black","/album/882440"
"我们都是孤独的","发行时间：2014-09-23","http://music.taihe.com/song/123337960","华晨宇","/artist/92456597","卡西莫多的礼物","/album/123289912"
"Don't Say Goodbye","发行时间：2014-09-18","http://music.taihe.com/song/123338984","奉天乐队","/artist/232943400","Don't Say Goodbye","/album/123338983"
"你是我今生的依靠","发行时间：2014-09-15","http://music.taihe.com/song/123339030","冷漠,杨小曼","/artist/1629","你是我今生的依靠","/album/123339029"
"有你相伴","发行时间：2014-09-19","http://music.taihe.com/song/123344408","无悔","/search?key=%E6%97%A0%E6%82%94","梦相思","/album/123344403"
"五月","发行时间：2014-09-23","http://music.taihe.com/song/123370744","伍越","/artist/232943059","五月","/album/123370743"
"说时依旧","发行时间：2014-09-22","http://music.taihe.com/song/123380316","好妹妹","/artist/31514359","说时依旧","/album/123380388"
"我可是你手中那一朵鲜花","发行时间：2014-09-22","http://music.taihe.com/song/123380317","好妹妹","/artist/31514359","说时依旧","/album/123380388"
"清平调","发行时间：2014-09-22","http://music.taihe.com/song/123380320","好妹妹","/artist/31514359","说时依旧","/album/123380388"
"往事只能回味","发行时间：2014-09-22","http://music.taihe.com/song/123380322","好妹妹","/artist/31514359","说时依旧","/album/123380388"
"你究竟有几个好妹妹","发行时间：2014-09-22","http://music.taihe.com/song/123380323","好妹妹,孟庭苇","/artist/31514359","说时依旧","/album/123380388"
"Who You Are","发行时间：2011-10-17","http://music.taihe.com/song/12338208","Jessie J","/artist/56280","Demons Never Die Ost","/album/12337823"
"看透","发行时间：2003-09-01","http://music.taihe.com/song/1233878","莫文蔚","/artist/1116","X","/album/179567"
"不如不见","发行时间：0000-00-00","http://music.taihe.com/song/123390654","彭家丽","/artist/87767","It's All About Angela Pang","/album/123390532"
"Baby Boy","发行时间：2014-07-25","http://music.taihe.com/song/123401879","王心凌","/artist/1063","第十个王心凌","/album/123401836"
"东京三月","发行时间：2011-11-15","http://music.taihe.com/song/12340435","吴雨霏","/artist/1308","我本人","/album/10270417"
"吴哥窟","发行时间：2011-11-15","http://music.taihe.com/song/12340461","吴雨霏","/artist/1308","我本人","/album/10270417"
"海枯石烂","发行时间：2011-11-15","http://music.taihe.com/song/12340500","吴雨霏","/artist/1308","我本人","/album/10270417"
"爱的勇气","发行时间：2014-07-27","http://music.taihe.com/song/123413701","曲婉婷","/artist/687850","爱的勇气","/album/123413697"
"Planet Earth/Earth Song","发行时间：2011-11-21","http://music.taihe.com/song/12343711","Michael Jackson","/artist/83626","Immortal","/album/12343637"
"还能好好玩耍吗","发行时间：2014-09-23","http://music.taihe.com/song/123443536","黄雅莉","/artist/1057","黄雅莉的奇幻秀","/album/124040011"
"Break The Cycle","发行时间：2014-09-23","http://music.taihe.com/song/123449324","You+Me","/artist/160392589","Break The Cycle","/album/123449329"
"下一次拥抱","发行时间：2014-09-23","http://music.taihe.com/song/123453324","朱俐静","/artist/36841416","快乐美人鱼","/album/123477140"
"想听听你说谎","发行时间：2014-09-24","http://music.taihe.com/song/123457891","金莎","/artist/1079","想听听你说谎","/album/123457893"
"Don't Wait Too Long","发行时间：2014-09-23","http://music.taihe.com/song/123482356","Tony Bennett","/artist/9182","Cheek To Cheek","/album/123360843"
"Let's Get Together","发行时间：2011-11-18","http://music.taihe.com/song/12348355","蔡健雅","/artist/1180","Just Say So","/album/12348488"
"上海滩","发行时间：2004-12-24","http://music.taihe.com/song/123483866","叶丽仪","/artist/2708","笑傲歌坛 传世经典","/album/856607"
"Carousel","发行时间：2011-11-18","http://music.taihe.com/song/12348398","蔡健雅","/artist/1180","Just Say So","/album/12348488"
"旧行李","发行时间：2011-11-18","http://music.taihe.com/song/12348606","蔡健雅","/artist/1180","说到爱","/album/11389232"
"便利贴","发行时间：2011-11-18","http://music.taihe.com/song/12348646","蔡健雅","/artist/1180","说到爱","/album/11389232"
"别找我麻烦","发行时间：2011-11-18","http://music.taihe.com/song/12348660","蔡健雅","/artist/1180","说到爱","/album/11389232"
"Letting Go","发行时间：2011-11-18","http://music.taihe.com/song/12348702","蔡健雅","/artist/1180","说到爱","/album/11389232"
"最近比较烦","发行时间：2014-09-25","http://music.taihe.com/song/123494922","郑希怡,容祖儿,蔡卓妍,钟欣潼","/artist/1141","I'm A Lucky Girl (新曲+精选)","/album/123495066"
"太平洋的风","发行时间：2014-09-25","http://music.taihe.com/song/123503187","左小祖咒","/artist/1405","我们需要个歌手","/album/123503237"
"心爱的","发行时间：2014-09-26","http://music.taihe.com/song/123511562","卓文萱,黄鸿升","/artist/1253","灼乐感","/album/123511571"
"期待，爱","发行时间：2014-09-26","http://music.taihe.com/song/123511565","卓文萱","/artist/1253","灼乐感","/album/123511571"
"幸福的理由","发行时间：2014-09-26","http://music.taihe.com/song/123511566","卓文萱","/artist/1253","灼乐感","/album/123511571"
"南山南","发行时间：2014-11-06","http://music.taihe.com/song/123513342","马頔","/artist/160889026","孤岛","/album/124197080"
"铁血丹心","发行时间：1991-12-01","http://music.taihe.com/song/123515168","罗文,甄妮","/artist/1237","光辉的一页","/album/23472178"
"李香兰","发行时间：2001-07-01","http://music.taihe.com/song/123522950","罗文","/artist/1237","皇者之声","/album/14482713"
"掌声响起","发行时间：2001-07-01","http://music.taihe.com/song/123523062","罗文","/artist/1237","皇者之声","/album/14482713"
"Jai Ho","发行时间：2014-09-30","http://music.taihe.com/song/123534788","Peter Hollens","/artist/158276892","Jai Ho","/album/123534776"
"梦醉荷塘","发行时间：2014-09-30","http://music.taihe.com/song/123539943","高安,云菲菲","/artist/617453","梦醉荷塘","/album/123539942"
"凭什么说","发行时间：2011-11-17","http://music.taihe.com/song/12354243","刘心","/artist/1676","隔壁家的＿孩子","/album/12354480"
"那年春天下着雪","发行时间：2011-11-17","http://music.taihe.com/song/12354459","刘心","/artist/1676","隔壁家的＿孩子","/album/12354480"
"我是你男人","发行时间：2011-11-18","http://music.taihe.com/song/12358254","김현중","/artist/1179868","Lucky","/album/12343594"
"在我生命里","发行时间：2002-11-01","http://music.taihe.com/song/123626994","罗文,Yumiko,Maggie,Mandy","/artist/1237","留给世上最爱罗文的人","/album/2461649"
"几许风雨","发行时间：2002-11-01","http://music.taihe.com/song/123627113","罗文,陈奕迅","/artist/1237","留给世上最爱罗文的人","/album/2461649"
"浅唱","发行时间：2008-01-01","http://music.taihe.com/song/123639611","许嵩","/artist/1557","早期单曲","/album/591402774"
"你若成风","发行时间：2008-01-01","http://music.taihe.com/song/123640444","许嵩","/artist/1557","早期单曲","/album/591402774"
"赖皮狗","发行时间：2014-09-28","http://music.taihe.com/song/123645826","刘沛洋","/artist/168674913","醉后决定爱上你","/album/123645824"
"雨","发行时间：2014-09-28","http://music.taihe.com/song/123645863","郭力凡","/artist/11187338","青春","/album/123645857"
"一直一直","发行时间：2014-09-29","http://music.taihe.com/song/123665320","薛凯琪","/artist/55580","Tonight","/album/123665212"
"一起老去","发行时间：2014-09-29","http://music.taihe.com/song/123665330","薛凯琪","/artist/55580","Tonight","/album/123665212"
"十一年","发行时间：2014-10-08","http://music.taihe.com/song/123719725","文心","/artist/232944243","十一年","/album/123719724"
"永远深爱你（蒙语版）","发行时间：2014-10-04","http://music.taihe.com/song/123731539","阿拉腾傲刀","/artist/1295553","爱情三部曲","/album/123726379"
"给我一个理由忘记","发行时间：2014-10-29","http://music.taihe.com/song/123760937","A-Lin","/artist/1968","Everlasting... Best and More","/album/123761005"
"月湖","发行时间：2014-10-03","http://music.taihe.com/song/123769434","Robynn & Kendy","/artist/87867303","月湖","/album/123769420"
"How I Look These Days","发行时间：0000-00-00","http://music.taihe.com/song/123771371","K.Will,Tablo,Do Hyun Yoon","/artist/76806384","Singing Yoon Do Hyun","/album/123771329"
"Light A Fire","发行时间：2014-09-30","http://music.taihe.com/song/123772867","Rachel Taylor","/artist/158278368","Come Alive","/album/120068900"
"The Days","发行时间：2014-10-08","http://music.taihe.com/song/123787433","Avicii","/artist/24406554","The Days","/album/123787431"
"小羊","发行时间：2014-10-09","http://music.taihe.com/song/123793592","林欣彤","/artist/169007","Mooooody Me","/album/123793667"
"神曲","发行时间：1970-01-01","http://music.taihe.com/song/123797502","张洪量","/artist/1245","爱情神曲","/album/123797505"
"微光","发行时间：2014-10-09","http://music.taihe.com/song/123811758","华晨宇","/artist/92456597","卡西莫多的礼物","/album/123289912"
"我心爱的姑娘","发行时间：2013-10-23","http://music.taihe.com/song/12384877","索南扎西","/artist/5826","草原情歌","/album/99904911"
"时间里的花","发行时间：2014-10-10","http://music.taihe.com/song/123850610","魏雪漫","/artist/10538","时间里的花","/album/123850612"
"Travel","发行时间：2014-10-10","http://music.taihe.com/song/123858421","李敏镐","/artist/72370660","Song For You","/album/123858296"
"自己的太阳","发行时间：2014-09-10","http://music.taihe.com/song/123863753","韦礼安,杨丞琳,信,郭静,陈楚生,魏晨,华晨宇,郁可唯,尚雯婕","/artist/1677","自己的太阳","/album/123863763"
"All Hands On Deck","发行时间：0000-00-00","http://music.taihe.com/song/123875488","Tinashe","/artist/99148727","Aquarius","/album/123875196"
"赤裸裸","发行时间：1994-06-30","http://music.taihe.com/song/123942822","郑钧","/artist/1378","赤裸裸","/album/70313"
"If Only","发行时间：2014-10-13","http://music.taihe.com/song/123947453","罗润权","/artist/87975205","If Only","/album/123947554"
"封神榜","发行时间：2014-09-16","http://music.taihe.com/song/123950966","周澎","/artist/232944699","封神榜","/album/123950978"
"侠","发行时间：2014-10-14","http://music.taihe.com/song/123966483","不可撤销","/artist/211148159","她 千鸟","/album/123966488"
"Bang Bang","发行时间：2014-10-14","http://music.taihe.com/song/123969281","Nicki Minaj,Jessie J,Ariana Grande","/artist/88848","Sweet Talker","/album/123969224"
"老公赚钱老婆花","发行时间：2014-10-14","http://music.taihe.com/song/123976988","大庆小芳","/artist/241972","老公赚钱老婆花","/album/123976987"
"旧夏天","发行时间：2014-10-15","http://music.taihe.com/song/123999122","黄睿铭","/artist/88044708","旧夏天","/album/595920455"
"Mary, Did You Know","发行时间：0000-00-00","http://music.taihe.com/song/124004266","The Isaacs","/artist/25760","Christmas From The Old Country Church","/album/124004039"
"The Man I Want To Be","发行时间：0000-00-00","http://music.taihe.com/song/124004717","Chris Young","/artist/87044979","Top 25 Country Songs Of Faith","/album/124004015"
"晃","发行时间：2014-10-16","http://music.taihe.com/song/124020307","艾怡良","/artist/201270","大人情歌","/album/123764334"
"光荣","发行时间：2014-10-08","http://music.taihe.com/song/124020311","艾怡良","/artist/201270","大人情歌","/album/123764334"
"拥抱着阳光","发行时间：2014-10-22","http://music.taihe.com/song/124030147","白银河","/artist/209841830","有种音乐叫做白银河","/album/124030146"
"天使","发行时间：2002-08-01","http://music.taihe.com/song/124038315","谢霆锋","/artist/1047","无形的他全精选","/album/176625"
"壮志在我胸","发行时间：1991-12-31","http://music.taihe.com/song/1240386","成龙","/artist/1108","第一次","/album/72949"
"似曾","发行时间：2014-10-17","http://music.taihe.com/song/124039387","韦礼安","/artist/1677","似曾","/album/268523559"
"违心的欺骗","发行时间：2014-10-21","http://music.taihe.com/song/124039424","格子兮,阳逸晨","/artist/90656062","违心的欺骗","/album/124039423"
"怎么会","发行时间：1996-02-01","http://music.taihe.com/song/1240412","成龙","/artist/1108","龙的心","/album/70003"
"锋味","发行时间：2014-07-11","http://music.taihe.com/song/124043361","谢霆锋","/artist/1047","锋味","/album/124043360"
"穿越火线","发行时间：2014-08-01","http://music.taihe.com/song/124043414","谢霆锋","/artist/1047","穿越火线","/album/124043412"
"眼睛","发行时间：2014-10-12","http://music.taihe.com/song/124047271","黄龄","/artist/10561","让世界听见 总决赛","/album/124047277"
"小宝贝","发行时间：2014-10-16","http://music.taihe.com/song/124071743","夏天播放","/artist/181467965","私奔丽江","/album/124071742"
"私奔丽江","发行时间：2014-10-16","http://music.taihe.com/song/124071744","夏天播放","/artist/181467965","私奔丽江","/album/124071742"
"孤独之症","发行时间：2014-10-20","http://music.taihe.com/song/124071853","张沛沛","/artist/3604842","孤城","/album/124071851"
"偶然","发行时间：2009-07-14","http://music.taihe.com/song/1240807","陈秋霞","/artist/7377","真经典","/album/7322950"
"小花花","发行时间：2014-10-21","http://music.taihe.com/song/124081441","低苦艾","/artist/87905024","花草树木","/album/124081446"
"爸比宝贝","发行时间：2014-10-22","http://music.taihe.com/song/124100507","崔天琪","/artist/18950955","双子座","/album/124100504"
"这样的一个麻烦","发行时间：2009-09-23","http://music.taihe.com/song/12410811","陈奕迅","/artist/1077","上五楼的快活","/album/12410810"
"谋情害命","发行时间：2009-09-23","http://music.taihe.com/song/12410820","陈奕迅","/artist/1077","上五楼的快活","/album/12410810"
"床头灯","发行时间：2009-09-23","http://music.taihe.com/song/12410823","陈奕迅","/artist/1077","上五楼的快活","/album/12410810"
"给你","发行时间：2009-09-23","http://music.taihe.com/song/12410824","陈奕迅","/artist/1077","上五楼的快活","/album/12410810"
"回来我的爱","发行时间：2014-10-28","http://music.taihe.com/song/124113629","风雷","/artist/209841801","回来我的爱","/album/124113628"
"100分的幸福","发行时间：2011-11-28","http://music.taihe.com/song/12413162","林育群","/artist/10616","Endlessly","/album/12413161"
"人海中遇见你","发行时间：2011-11-28","http://music.taihe.com/song/12413184","林育群","/artist/10616","Endlessly","/album/12413161"
"爱在阳光下盛开","发行时间：2014-10-23","http://music.taihe.com/song/124140845","金虹汝,唐磊","/artist/88030077","爱在阳光下盛开","/album/124140844"
"明天的自己","发行时间：2014-10-24","http://music.taihe.com/song/124140875","冷漠,冯晓荣","/artist/1629","明天的自己","/album/124140874"
"家在草原","发行时间：2014-10-21","http://music.taihe.com/song/124141131","乌兰图雅","/artist/821050","家在草原","/album/124141130"
"美丽的牧羊姑娘","发行时间：2014-10-21","http://music.taihe.com/song/124141202","乌兰图雅","/artist/821050","美丽的牧羊姑娘","/album/124141201"
"櫻吹雪","发行时间：2014-11-11","http://music.taihe.com/song/124142412","周传雄","/artist/6919","时不知归","/album/124269789"
"风吹麦浪","发行时间：2007-04-01","http://music.taihe.com/song/1241435","李健","/artist/1383","想念你","/album/165558"
"有潮水的地方就有潮汕人","发行时间：2014-02-26","http://music.taihe.com/song/124148076","杜伟坤","/artist/232925596","有潮水的地方就有潮汕人","/album/595921075"
"快乐环岛","发行时间：2014-10-27","http://music.taihe.com/song/124163654","TFBOYS","/artist/81381913","快乐环岛","/album/124183438"
"用余生去爱","发行时间：2014-10-27","http://music.taihe.com/song/124167292","张学友","/artist/2507","醒着做梦","/album/124167293"
"回忆里的那个人","发行时间：2014-10-27","http://music.taihe.com/song/124168114","李行亮","/artist/10474","回忆里的那个人","/album/124168113"
"重生","发行时间：2014-10-29","http://music.taihe.com/song/124170689","王博文","/artist/92456690","重生","/album/124218189"
"疯癫","发行时间：2014-10-28","http://music.taihe.com/song/124196889","杨宇彤","/artist/211142282","不唱情歌","/album/124196887"
"傲寒","发行时间：2014-11-06","http://music.taihe.com/song/124197079","马頔","/artist/160889026","孤岛","/album/124197080"
"爱","发行时间：2002-04-18","http://music.taihe.com/song/124204562","莫文蔚","/artist/1116","[i]","/album/184910"
"小菊花","发行时间：2014-10-28","http://music.taihe.com/song/124221720","龙晓飞","/artist/55531","小菊花","/album/124221719"
"天涯共此时","发行时间：2014-10-01","http://music.taihe.com/song/124234743","丁于","/artist/1672","重生","/album/124234731"
"My Darling","发行时间：2014-10-31","http://music.taihe.com/song/124270837","萱萱","/artist/69365827","My Darling","/album/124270839"
"爱.这件事情","发行时间：2014-10-31","http://music.taihe.com/song/124272667","傅又宣","/artist/209624466","爱, 这件事情","/album/124272736"
"金刚变形","发行时间：2011-09-02","http://music.taihe.com/song/12427843","黄鸿升","/artist/2387","金刚变形","/album/14456187"
"一起老去","发行时间：2014-07-14","http://music.taihe.com/song/124285029","薛凯琪,杨子姗,陈意涵","/artist/55580","一起老去 (合唱版)","/album/124284904"
"类似爱情","发行时间：2014-10-29","http://music.taihe.com/song/124286686","林一杰,程启昊","/artist/210113413","类似爱情","/album/124286685"
"勇敢","发行时间：2001-01-09","http://music.taihe.com/song/1243027","刘若英","/artist/1067","年华","/album/73072"
"Over My Dead Body","发行时间：2011-11-16","http://music.taihe.com/song/12431533","Drake","/artist/215475","Take Care","/album/12431529"
"Domino","发行时间：2011-11-14","http://music.taihe.com/song/12431539","Jessie J","/artist/56280","Who You Are","/album/7318089"
"封疆","发行时间：2014-11-02","http://music.taihe.com/song/124329798","牙牙乐","/artist/92459369","全民男神","/album/124329794"
"如初","发行时间：2014-11-04","http://music.taihe.com/song/124347654","许志安","/artist/1137","新天地","/album/124353674"
"沉迷","发行时间：2014-11-04","http://music.taihe.com/song/124348243","罗忆诗","/artist/1556","沉迷","/album/595921368"
"蒙面","发行时间：2014-11-04","http://music.taihe.com/song/124353815","许志安","/artist/1137","新天地","/album/124353674"
"为什么相爱的人不能在一起","发行时间：2014-11-03","http://music.taihe.com/song/124356472","楚奕","/artist/3609085","成长新阶段","/album/124356467"
"我要醉在草原上","发行时间：2014-11-04","http://music.taihe.com/song/124365584","孟文豪","/artist/224273","我要醉在草原上","/album/124365583"
"最后的约定","发行时间：2014-11-06","http://music.taihe.com/song/124374348","格子兮","/artist/90656062","最后的约定","/album/124374347"
"匆匆那年","发行时间：2014-11-05","http://music.taihe.com/song/124380645","王菲","/artist/45561","匆匆那年","/album/124380738"
"电台情歌","发行时间：1997-10-01","http://music.taihe.com/song/1243904","莫文蔚","/artist/1116","做自己To Be","/album/70705"
"一袖云","发行时间：2016-01-15","http://music.taihe.com/song/124397628","刘珂矣","/artist/132632388","半壶纱","/album/121353611"
"最后一次看不见那些人老去","发行时间：2014-11-06","http://music.taihe.com/song/124400428","马頔","/artist/160889026","孤岛","/album/124197080"
"棺木","发行时间：2014-11-06","http://music.taihe.com/song/124400488","马頔","/artist/160889026","孤岛","/album/124197080"
"海咪咪小姐","发行时间：2014-11-06","http://music.taihe.com/song/124400558","马頔","/artist/160889026","孤岛","/album/124197080"
"时间里的","发行时间：2014-11-06","http://music.taihe.com/song/124400767","马頔","/artist/160889026","孤岛","/album/124197080"
"孤鸟的歌","发行时间：2014-11-06","http://music.taihe.com/song/124400908","马頔","/artist/160889026","孤岛","/album/124197080"
"不怕","发行时间：2014-11-06","http://music.taihe.com/song/124413796","王璐岢","/artist/92455649","不怕","/album/595921492"
"千错万错爱你没有错","发行时间：2014-11-06","http://music.taihe.com/song/124413934","黑龙","/artist/1342","千错万错爱你没有错","/album/580405482"
"Somebody Already Broke My Heart","发行时间：2001-01-01","http://music.taihe.com/song/1244184","Sade","/artist/55300","Lovers Rock","/album/5609664"
"亲啊我们来网购","发行时间：2014-11-10","http://music.taihe.com/song/124445632","童恩淇","/artist/232945437","亲啊我们来网购","/album/124445631"
"马头琴","发行时间：2014-11-10","http://music.taihe.com/song/124447013","乌兰托娅army","/artist/24981756","明月印草原","/album/124447002"
"陪你一起看草原","发行时间：2014-11-10","http://music.taihe.com/song/124447015","乌兰托娅army","/artist/24981756","明月印草原","/album/124447002"
"满汉全席","发行时间：2002-06-01","http://music.taihe.com/song/1244474","杨千嬅","/artist/1085","Mvsm下半场+Mvsm总决赛","/album/795008"
"疼你的责任","发行时间：2001-03-28","http://music.taihe.com/song/124453627","品冠","/artist/1163","疼你的责任","/album/14329381"
"陪你一起老","发行时间：2001-03-28","http://music.taihe.com/song/1244558","品冠","/artist/1163","疼你的责任","/album/14329381"
"I Will Be OK","发行时间：2014-12-24","http://music.taihe.com/song/124458962","徐良","/artist/211426","我","/album/124685864"
"사뿐사뿐","发行时间：2014-11-11","http://music.taihe.com/song/124464052","AOA","/artist/26180441","사뿐사뿐","/album/124464057"
"不安的灵魂","发行时间：2014-11-11","http://music.taihe.com/song/124468803","周传雄","/artist/6919","时不知归","/album/124269789"
"盆栽","发行时间：2014-11-11","http://music.taihe.com/song/124468807","周传雄","/artist/6919","时不知归","/album/124269789"
"素言","发行时间：2014-11-11","http://music.taihe.com/song/124469893","罗忆诗","/artist/1556","Labyrinth","/album/124469888"
"最伤感的情歌","发行时间：2014-11-13","http://music.taihe.com/song/124482664","暴林","/artist/1938023","最伤感的情歌","/album/124482663"
"兰州故事","发行时间：2014-11-12","http://music.taihe.com/song/124488139","陈小虎","/artist/210054766","兰州故事","/album/124488138"
"任逍遥","发行时间：2004-03-25","http://music.taihe.com/song/1245019","任贤齐","/artist/1094","情义","/album/173971"
"可不可以你也刚好喜欢我","发行时间：2014-11-11","http://music.taihe.com/song/124502333","Fuying & Sam","/artist/232914652","温度","/album/124502344"
"超级英雄","发行时间：2014-11-14","http://music.taihe.com/song/124532155","邓超","/artist/3994","超级英雄","/album/583122900"
"我是一只小小鸟","发行时间：2014-11-17","http://music.taihe.com/song/124574538","金韩一","/artist/6002","00：01AM","/album/124574539"
"吉姆餐厅","发行时间：2014-11-17","http://music.taihe.com/song/124575295","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"少年锦时","发行时间：2014-11-17","http://music.taihe.com/song/124575402","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"我们的时光","发行时间：2014-11-17","http://music.taihe.com/song/124575541","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"三十岁的女人","发行时间：2014-11-17","http://music.taihe.com/song/124575611","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"家乡","发行时间：2014-11-17","http://music.taihe.com/song/124575688","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"浮游","发行时间：2014-11-17","http://music.taihe.com/song/124575922","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"小屋","发行时间：2014-11-17","http://music.taihe.com/song/124575944","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"北京的冬天","发行时间：2014-11-17","http://music.taihe.com/song/124576010","赵雷","/artist/90654808","吉姆餐厅","/album/123196634"
"一百块钱都不给我","发行时间：2014-12-02","http://music.taihe.com/song/124602987","青春老少年","/artist/210070094","金钱诱惑","/album/124602985"
"长不大的童年","发行时间：2014-11-04","http://music.taihe.com/song/124627225","乔洋","/artist/707956","乔洋 2.0","/album/610159547"
"初恋 (첫사랑)","发行时间：2014-11-20","http://music.taihe.com/song/124630155","Tiger JK,펀치 (Punch) ","/artist/87909705","匹诺曹 OST Part.1","/album/124630282"
"轻轻的放下","发行时间：2014-08-27","http://music.taihe.com/song/124633002","小柯","/artist/1374","轻轻的放下","/album/124633048"
"遗憾的温度","发行时间：2014-11-20","http://music.taihe.com/song/124634354","刘瑞琦","/artist/60867779","早安, 琦","/album/124634357"
"木槿花开","发行时间：2014-11-19","http://music.taihe.com/song/124639567","陆明蔚","/artist/210156345","木槿花开","/album/124639566"
"不做黄脸婆","发行时间：2014-11-17","http://music.taihe.com/song/124644874","郭丽霞","/artist/232945921","火火的时代","/album/124644872"
"雨","发行时间：2014-11-17","http://music.taihe.com/song/124662674","徐秦龙","/artist/232945936","雨","/album/595922287"
"青春舞曲","发行时间：2014-11-22","http://music.taihe.com/song/124682207","阿力木","/artist/209847380","再唱青春舞曲2015","/album/124682206"
"星座恋人","发行时间：2014-12-24","http://music.taihe.com/song/124685863","徐良","/artist/211426","我","/album/124685864"
"恒星","发行时间：2014-07-17","http://music.taihe.com/song/124723164","朱一龙","/artist/210121055","情定三生 O.S.T","/album/124723443"
"199玫瑰","发行时间：1994-12-17","http://music.taihe.com/song/1247366","伍佰 & China Blue","/artist/2863","浪人情歌","/album/170484"
"无诚勿爱","发行时间：2014-11-28","http://music.taihe.com/song/124739363","八三夭","/artist/14629257","征婚启事 电视原声带","/album/124739373"
"原谅不美好","发行时间：2014-11-28","http://music.taihe.com/song/124739406","郁可唯","/artist/1581","征婚启事 电视原声带","/album/124739373"
"忽然之间","发行时间：2014-11-28","http://music.taihe.com/song/124739493","莫文蔚","/artist/1116","征婚启事 电视原声带","/album/124739373"
"大逃杀","发行时间：2014-11-28","http://music.taihe.com/song/124758173","八三夭","/artist/14629257","大逃杀","/album/124758183"
"老教室","发行时间：2014-11-28","http://music.taihe.com/song/124758174","八三夭","/artist/14629257","大逃杀","/album/124758183"
"熊麻吉","发行时间：2014-11-28","http://music.taihe.com/song/124758177","八三夭","/artist/14629257","大逃杀","/album/124758183"
"我怎么哭了","发行时间：2014-11-28","http://music.taihe.com/song/124758178","八三夭","/artist/14629257","大逃杀","/album/124758183"
"摇勒摇勒","发行时间：2014-11-28","http://music.taihe.com/song/124758179","八三夭","/artist/14629257","大逃杀","/album/124758183"
"钢铁人","发行时间：2014-11-28","http://music.taihe.com/song/124758180","八三夭","/artist/14629257","大逃杀","/album/124758183"
"超级偶像","发行时间：2014-11-28","http://music.taihe.com/song/124758181","八三夭","/artist/14629257","大逃杀","/album/124758183"
"长痛短痛","发行时间：2014-11-28","http://music.taihe.com/song/124762510","卫兰","/artist/1310","E11","/album/124762453"
"问世间","发行时间：2014-11-28","http://music.taihe.com/song/124771027","陈翔","/artist/2622","神雕侠侣 电视原声带","/album/129897735"
"女人何苦为难女人","发行时间：1997-04-01","http://music.taihe.com/song/1247792","辛晓琪","/artist/1233","女人何苦为难女人","/album/72379"
"我们都是一家人","发行时间：2014-11-24","http://music.taihe.com/song/124789415","谢艺","/artist/209989190","我们都是一家人","/album/124789414"
"有你就有幸福","发行时间：2014-12-04","http://music.taihe.com/song/124797025","杜歌,东方依依","/artist/87970075","有你就有幸福","/album/124797024"
"原来我是第三者","发行时间：2014-09-30","http://music.taihe.com/song/124799761","格子兮,威仔","/artist/90656062","原来我是第三者","/album/124799760"
"今生是兄弟","发行时间：2014-12-02","http://music.taihe.com/song/124801795","二龙湖浩哥","/artist/210119004","今生是兄弟","/album/124801794"
"我很丑,可是我很温柔","发行时间：2014-06-20","http://music.taihe.com/song/124810874","赵传","/artist/1209","一颗滚石的25年","/album/124810959"
"给所有知道我名字的人","发行时间：2014-06-20","http://music.taihe.com/song/124810913","赵传","/artist/1209","一颗滚石的25年","/album/124810959"
"爱要怎么说出口","发行时间：2014-06-20","http://music.taihe.com/song/124810992","赵传","/artist/1209","一颗滚石的25年","/album/124810959"
"心想唱歌就唱歌","发行时间：2014-06-20","http://music.taihe.com/song/124811063","赵传","/artist/1209","一颗滚石的25年","/album/124810959"
"勇敢一点","发行时间：2014-06-20","http://music.taihe.com/song/124811107","赵传","/artist/1209","一颗滚石的25年","/album/124810959"
"我是一只小小鸟","发行时间：2014-06-20","http://music.taihe.com/song/124811209","赵传","/artist/1209","一颗滚石的25年","/album/124810959"
"时间有泪","发行时间：2014-12-03","http://music.taihe.com/song/124814705","张学友","/artist/2507","醒着做梦","/album/124167293"
"快乐成长","发行时间：2014-12-05","http://music.taihe.com/song/124815970","郭思遥","/artist/209989302","快乐成长","/album/124815969"
"Call Me","发行时间：1999-05-27","http://music.taihe.com/song/1248204","徐怀钰","/artist/1169","天使","/album/71019"
"友情卡片","发行时间：1999-05-27","http://music.taihe.com/song/1248228","徐怀钰","/artist/1169","天使","/album/71019"
