"company","url","date","author","author_url","cover","name","play_fre"
"众水之音","http://music.taihe.com/album/14733323","2012-05-14","丁国琳","http://music.taihe.com/artist/4657484","http://qukufile2.qianqian.com/data2/music/9C9299AF0094D7171FC11C865B411DD1/252927456/252927456.jpg","败犬美魔女","0"
"喜多影音","http://music.taihe.com/album/14733857","2012-05-15","一绫","http://music.taihe.com/artist/4672463","http://qukufile2.qianqian.com/data2/pic/5953c713800f25f03ece428531bd0648/266838549/266838549.jpg","一个人一场梦","0"
"滚石唱片","http://music.taihe.com/album/14738482","2012-08-23","郁可唯","http://music.taihe.com/artist/1581","http://qukufile2.qianqian.com/data2/pic/55ec1c798dac9bf251f073293a1af911/14738482/14738482.jpg","失恋事小","12"
"金图娱乐","http://music.taihe.com/album/147522","2006-01-01","林琳","http://music.taihe.com/artist/2916","http://qukufile2.qianqian.com/data2/pic/802a687d7a17016a4801f409dcdb8740/603757593/603757593.jpg","魅惑","4"
"松竹梅影音","http://music.taihe.com/album/147531","2009-07-01","林琳","http://music.taihe.com/artist/2916","http://qukufile2.qianqian.com/data2/pic/2c3d2580aee694678440d9e9fa97d8b8/601753449/601753449.jpg","红色De呼唤","22"
"不详","http://music.taihe.com/album/147580","2008-01-11","刘若英","http://music.taihe.com/artist/1067","http://qukufile2.qianqian.com/data2/pic/20a422e4fa9f6d03b3fffa63e1d88179/147580/147580.jpg","我很好","71"
"华谊兄弟","http://music.taihe.com/album/147836","2007-06-01","李慧珍","http://music.taihe.com/artist/1278","http://qukufile2.qianqian.com/data2/pic/7a2ab14645a94864946828aafddb1d80/147836/147836.jpg","爱死了","21"
"华谊兄弟","http://music.taihe.com/album/147839","2006-05-26","李慧珍","http://music.taihe.com/artist/1278","http://qukufile2.qianqian.com/data2/music/A25765E56ED58B812B95E789D2BF38F1/252230613/252230613.jpg","寻找·李慧珍","7"
"英皇唱片","http://music.taihe.com/album/148287","1993-03-03","林帆","http://music.taihe.com/artist/88029366","http://qukufile2.qianqian.com/data2/pic/fbd6c1f24a5e8dfd68f6a7dea2f15508/604392141/604392141.jpg","空空的心","2"
"SONY","http://music.taihe.com/album/14841578","2012-05-21","Oomph!","http://music.taihe.com/artist/5503985","http://qukufile2.qianqian.com/data2/music/4B1A139CFF2DBAF0E8F09404FC9186D2/252743584/252743584.jpg","Des Wahnsinns fette Beute","0"
"不详","http://music.taihe.com/album/148446","2010-01-27","花澤香菜","http://music.taihe.com/artist/94490979","http://qukufile2.qianqian.com/data2/pic/71fc920a77680fd85cf602ff80662135/261967781/261967781.jpg","恋爱サーキュレーション","24"
"环球唱片","http://music.taihe.com/album/14848206","2012-05-21","Haley Reinhart","http://music.taihe.com/artist/87916323","http://qukufile2.qianqian.com/data2/pic/89154804/89154804.jpg","Listen Up!","1"
"环球唱片","http://music.taihe.com/album/14848228","2012-04-27","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/c482eb96f8e949994f8a3828a7583c3a/14848228/14848228.jpg","REIMAGINE LESLIE CHEUNG","7"
"SONY","http://music.taihe.com/album/14852907","2012-05-15","Adam Lambert","http://music.taihe.com/artist/104622","http://qukufile2.qianqian.com/data2/pic/df4c09c57fb7b87abb2338e4b8778364/14852907/14852907.jpg","Trespassing","4"
"不详","http://music.taihe.com/album/14859309","2012-08-24","林欣彤","http://music.taihe.com/artist/169007","http://qukufile2.qianqian.com/data2/pic/279b371b59d23997ad4e2525713c0672/604309405/604309405.png","Love Is Light","1"
"海蝶音乐","http://music.taihe.com/album/14867693","2012-07-16","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/b788a4377e51679623b3f1df498f9d56/14867693/14867693.jpg","None","99"
"环球唱片","http://music.taihe.com/album/14880003","2012-06-05","林忆莲","http://music.taihe.com/artist/1133","http://qukufile2.qianqian.com/data2/pic/dcbdc165c0f406041513cabef3faa5cd/14880003/14880003.jpg","Sandy Lam Concert Mmxi","43"
"金翼龙唱片","http://music.taihe.com/album/14881428","2012-06-01","程响","http://music.taihe.com/artist/404794","http://qukufile2.qianqian.com/data2/music/9EE3B7C5115706109C5B7BFA762B1E90/253229454/253229454.jpg","不再联系","84"
"海蝶音乐","http://music.taihe.com/album/14888026","2012-06-28","许嵩","http://music.taihe.com/artist/1557","http://qukufile2.qianqian.com/data2/pic/6fd5f66d8329c133ab50d2c291a2525a/610722229/610722229.jpg","梦游计","612"
"SONY","http://music.taihe.com/album/14891855","2012-06-11","Tom Cruise","http://music.taihe.com/artist/92453208","http://qukufile2.qianqian.com/data2/music/34B25DCC4D0013C9A9735111B437EDEF/252924018/252924018.jpg","Rock of Ages","1"
"SONY","http://music.taihe.com/album/14892249","2011-10-31","Ludovico Einaudi","http://music.taihe.com/artist/8059","http://qukufile2.qianqian.com/data2/music/9D818DA67B2E5A08838A0CFE9FE812FF/253253432/253253432.jpg","The Intouchables","19"
"英皇唱片","http://music.taihe.com/album/14894568","2012-07-06","洪卓立","http://music.taihe.com/artist/1420","http://qukufile2.qianqian.com/data2/pic/65b2cae9284ee8ed5fcc9ba6d590323b/14894568/14894568.jpg","找个懂我的女孩","1"
"环球唱片","http://music.taihe.com/album/14895191","2012-06-15","黄美珍","http://music.taihe.com/artist/5640588","http://qukufile2.qianqian.com/data2/pic/3d1e4595c8740efa12df64e85073c329/610636675/610636675.jpg","途中","11"
"英皇唱片","http://music.taihe.com/album/14896263","2012-09-10","古巨基","http://music.taihe.com/artist/1105","http://qukufile2.qianqian.com/data2/pic/083a671f01bc41194d3865bcde0050e4/14896263/14896263.jpg","告别我的恋人们","8"
"北京乐享天承文化传媒有限公司","http://music.taihe.com/album/14902631","2014-11-20","夏天Alex","http://music.taihe.com/artist/8865311","http://qukufile2.qianqian.com/data2/pic/1036b55e00fe59b99ce82369d6b6441d/259815832/259815832.jpg","不再联系","217"
"SONY","http://music.taihe.com/album/149175","2006-06-08","teddy geiger","http://music.taihe.com/artist/88007788","http://qukufile2.qianqian.com/data2/music/692A2793907F01FF3C7933A689857E47/252262025/252262025.jpg","Underage Thinking","0"
"杰威尔JVR音乐有限公司","http://music.taihe.com/album/14919301","2012-06-22","杨瑞代","http://music.taihe.com/artist/5582","http://qukufile2.qianqian.com/data2/pic/1d54f179ed4f78d82e7b37d21cf2adff/14919301/14919301.jpg","I'm Not a Gentleman","2"
"环球唱片","http://music.taihe.com/album/14919654","2012-06-26","Owl City","http://music.taihe.com/artist/177787","http://qukufile2.qianqian.com/data2/pic/b7781462ac0eb5bf9f635ea2f585f361/14919654/14919654.jpg","Good Time","494"
"上腾娱乐","http://music.taihe.com/album/14921267","2012-08-15","薛之谦","http://music.taihe.com/artist/2517","http://qukufile2.qianqian.com/data2/pic/962283eb1ef3249a4f96f36b6aaec133/607822386/607822386.jpg","几个薛之谦","140"
"海蝶音乐","http://music.taihe.com/album/14921516","2012-07-24","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/d242e6220218227ba9ad348932bf7a83/14921516/14921516.jpg","我的经济适用男","17"
"不详","http://music.taihe.com/album/149371","2002-07-03","Hc3","http://music.taihe.com/artist/2096","http://qukufile2.qianqian.com/data2/pic/c647c259106275bfef71fec026c62ca3/149371/149371.jpg","我们是朋友","0"
"英皇唱片","http://music.taihe.com/album/1494015","2007-12-21","蒋雅文","http://music.taihe.com/artist/2336","http://qukufile2.qianqian.com/data2/music/3DF7605F7CF2EC4854219D742BC103AF/252303411/252303411.jpg","Winter Story","1"
"S.M.Entertainment","http://music.taihe.com/album/14941117","2012-07-01","Super Junior","http://music.taihe.com/artist/48882","http://qukufile2.qianqian.com/data2/pic/89172568/89172568.jpg","6집 Sexy, Free & Single","7"
"太合麦田","http://music.taihe.com/album/14948102","2012-08-14","MIC男团","http://music.taihe.com/artist/1607","http://qukufile2.qianqian.com/data2/pic/89173019/89173019.jpg","色.COLOR","180"
"环球唱片","http://music.taihe.com/album/14950780","2012-04-24","曲婉婷","http://music.taihe.com/artist/687850","http://qukufile2.qianqian.com/data2/pic/9dcaad7da5f104ab209c4a6bc5fcda14/14950780/14950780.jpg","Everything in the World","222"
"环球唱片","http://music.taihe.com/album/14950867","2012-08-10","梁静茹","http://music.taihe.com/artist/1095","http://qukufile2.qianqian.com/data2/pic/9b5dcd8b9f4f562ad7d58b128250e699/14950867/14950867.jpg","爱久见人心","601"
"竹书房文化","http://music.taihe.com/album/149572","2001-09-01","黑豹乐队","http://music.taihe.com/artist/7572","http://qukufile2.qianqian.com/data2/pic/7c699eee4d045b75625f76267927d9d4/261968355/261968355.jpg","黑豹IV 不能让我的烦恼没机会表白","7"
"环球唱片","http://music.taihe.com/album/14959823","2007-02-05","郎朗","http://music.taihe.com/artist/213895","http://qukufile2.qianqian.com/data2/music/F0D2BEA4CD23B36BB50B6B0A9AEF997A/253135813/253135813.jpg","The Painted Veil","22"
"SONY","http://music.taihe.com/album/14966267","2011-09-19","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/music/2AE16ABC031C4B2AD4A4CC2F651687A8/252900911/252900911.jpg","Abduction - Original Motion Picture Soundtrack","0"
"福茂唱片","http://music.taihe.com/album/14966837","2012-07-09","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/488f4f9c4fe33cd84ee4494f87a7c365/611850930/611850930.jpg","原来爱就是甜蜜 电视原声带","1"
"EMI","http://music.taihe.com/album/14970309","2012-07-27","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/89178646/89178646.jpg","Dinner Party Songs","0"
"英皇唱片","http://music.taihe.com/album/1500203","2009-04-06","蔡卓妍","http://music.taihe.com/artist/1064","http://qukufile2.qianqian.com/data2/pic/98396c50f801b07368180568bfc71aef/585042991/585042991.jpg","二缺一","3"
"福茂唱片","http://music.taihe.com/album/1500729","1998-10-01","王力宏","http://music.taihe.com/artist/1107","http://qukufile2.qianqian.com/data2/pic/186c63ebffa2b62d83730845d88cf59a/579857366/579857366.jpg","好力宏 精选集","0"
"福茂唱片","http://music.taihe.com/album/15026022","2012-08-03","韦礼安","http://music.taihe.com/artist/1677","http://qukufile2.qianqian.com/data2/pic/89180433/89180433.jpg","有人在等","2"
"不详","http://music.taihe.com/album/15026290","2012-07-13","MC Hotdog","http://music.taihe.com/artist/2397","http://qukufile2.qianqian.com/data2/music/B5EADB6412E4CCC6E20349D8F2939B96/253077643/253077643.jpg","贫民百万歌星","34"
"环球唱片","http://music.taihe.com/album/15027004","2012-07-16","Nas","http://music.taihe.com/artist/209056","http://qukufile2.qianqian.com/data2/music/F580D4FE5E6EC9691AC5AE14071A7DEF/252914076/252914076.jpg","Life Is Good","3"
"环球唱片","http://music.taihe.com/album/15204526","2014-06-12","The Who","http://music.taihe.com/artist/178008","http://qukufile2.qianqian.com/data2/pic/9daaa1602c7b2d58b42fb154f556bb8a/15204526/15204526.jpg","quadrophenia","2"
"龙乐文化","http://music.taihe.com/album/15230931","2012-06-01","黑龙","http://music.taihe.com/artist/1342","http://qukufile2.qianqian.com/data2/pic/0cb8aee0e76028ab7bbdfebcfed580d8/601774869/601774869.jpg","兄弟的歌","5"
"龙乐文化","http://music.taihe.com/album/15231875","2008-01-03","沈志仲","http://music.taihe.com/artist/5011","http://qukufile2.qianqian.com/data2/pic/129de06c028375dbc245ff0015e3c2f6/601820691/601820691.jpg","天荒地老","0"
"滚石唱片","http://music.taihe.com/album/152332","2004-12-31","任贤齐","http://music.taihe.com/artist/1094","http://qukufile2.qianqian.com/data2/pic/e1826ab2b95f5deab0812c0aa939cb1c/152332/152332.jpg","两极","41"
"滚石唱片","http://music.taihe.com/album/153058","2005-12-16","陈小霞","http://music.taihe.com/artist/1604","http://qukufile2.qianqian.com/data2/pic/c95c815a035a92794e4e952d176788ff/153058/153058.jpg","哈雷妈妈","3"
"SONY","http://music.taihe.com/album/15306005","2012-07-13","Hans Zimmer","http://music.taihe.com/artist/2949","http://qukufile2.qianqian.com/data2/music/8FF357CE5CCEA5823B733685879A7A86/253102564/253102564.jpg","The Dark Knight Rises","10"
"北京亚神文化传播有限公司","http://music.taihe.com/album/153160","2004-10-06","陈珊妮","http://music.taihe.com/artist/10514","http://qukufile2.qianqian.com/data2/pic/b8e00adcbd90ec5b9612c436e8801c08/611907647/611907647.jpg","后来我们都哭了","17"
"未知","http://music.taihe.com/album/15387978","2011-05-12","姚晨","http://music.taihe.com/artist/5372","http://qukufile2.qianqian.com/data2/pic/7e0d0e29e20ce59c6b8b7d53a2ab471e/601785659/601785659.jpg","冬恋","0"
"龙乐唱片","http://music.taihe.com/album/15392177","2010-12-01","阿雨","http://music.taihe.com/artist/232669145","http://qukufile2.qianqian.com/data2/pic/17c4362fcefcea32034554c7f20b417c/610240550/610240550.jpg","我的爱情不见了","0"
"环球唱片","http://music.taihe.com/album/1539941","2009-03-27","Diana Krall","http://music.taihe.com/artist/8092","http://qukufile2.qianqian.com/data2/music/BBC47A9A9765F1DDC7C7F8933E8BF198/252383432/252383432.jpg","Quiet Nights","1"
"龙乐文化","http://music.taihe.com/album/15511613","2002-11-01","汪峰","http://music.taihe.com/artist/1157","http://qukufile2.qianqian.com/data2/pic/a055bc339fcfc04887bcdda90abc01e9/601797125/601797125.jpg","忠诚","57"
"英皇唱片","http://music.taihe.com/album/155439","2008-11-20","郑希怡","http://music.taihe.com/artist/1141","http://qukufile2.qianqian.com/data2/music/5CD69122D8F32E71B9248B8471A48FDA/252230078/252230078.jpg","精彩年代","1"
"福茂唱片","http://music.taihe.com/album/155446","2007-08-03","张韶涵","http://music.taihe.com/artist/1069","http://qukufile2.qianqian.com/data2/pic/f5cdb97eaa698cb9ac59c705bb4bf93e/600247568/600247568.jpg","百变张韶涵2007世界巡回演唱会 台北场","8"
"钛友文化","http://music.taihe.com/album/15547489","2003-10-01","曹方","http://music.taihe.com/artist/1211","http://qukufile2.qianqian.com/data2/pic/3679feb4ff513834666ddefea95645f4/601819014/601819014.jpg","别样生活","0"
"龙乐唱片","http://music.taihe.com/album/15549438","2006-11-18","韩晓","http://music.taihe.com/artist/1747","http://qukufile2.qianqian.com/data2/pic/3381b8d08ac1204ce098eea681f4ff82/601756033/601756033.jpg","大头皮鞋","16"
"龙乐唱片","http://music.taihe.com/album/15553252","1994-01-01","罗琦","http://music.taihe.com/artist/2545","http://qukufile2.qianqian.com/data2/pic/2061c192ff45d2fc7d8537d7a3380468/601755427/601755427.jpg","回来","4"
"龙乐唱片","http://music.taihe.com/album/15559078","2004-11-14","亮亮","http://music.taihe.com/artist/34541445","http://qukufile2.qianqian.com/data2/pic/4ba49eb70053f5d363dcbfc0924bc896/601793851/601793851.jpg","你到底爱谁","5"
"世纪星碟文化","http://music.taihe.com/album/155735","2002-05-01","张瑶","http://music.taihe.com/artist/1297","http://qukufile2.qianqian.com/data2/pic/6ba2d2ae7fbf361eff79c556df7d7c38/601818056/601818056.jpg","爱情的房子","5"
"龙乐唱片","http://music.taihe.com/album/15576010","2003-06-01","阿里郎","http://music.taihe.com/artist/1444","http://qukufile2.qianqian.com/data2/pic/f291b05b51c285ef28866c98c490d861/601791261/601791261.jpg","做我自己","1"
"天中文化","http://music.taihe.com/album/155890","2005-12-10","张含韵","http://music.taihe.com/artist/10496","http://qukufile2.qianqian.com/data2/pic/8a96e23de3a1b5c8a3a9d664a499f449/261969816/261969816.jpg","新年好","14"
"滚石唱片","http://music.taihe.com/album/155913","1999-10-15","张艾嘉","http://music.taihe.com/artist/1171","http://qukufile2.qianqian.com/data2/pic/e6fe5ef3e4fee86e1b1bb2cba6cfa047/155913/155913.jpg","最爱张艾嘉 最完整精选全纪录","16"
"不详","http://music.taihe.com/album/156159","1998-08-01","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/74f45e2c4df9ce9d2ecd8929f949677d/156159/156159.jpg","中港台电视剧主题曲 大比拼","97"
"滚石唱片","http://music.taihe.com/album/15650554","2011-04-08","影视原声","http://music.taihe.com/artist/87998408","http://qukufile2.qianqian.com/data2/pic/4ad6a9212022d0983472960044f15891/611727086/611727086.jpg","犀利人妻.幸福秘籍 音乐图文原声带","5"
"环球唱片","http://music.taihe.com/album/158714","2013-08-24","Alex Parks","http://music.taihe.com/artist/867671","http://qukufile2.qianqian.com/data2/music/3DB06A1F7AAC856B7A0BD22CD4D138FB/252233712/252233712.jpg","Introduction","6"
"不详","http://music.taihe.com/album/15872325","2000-10-26","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/0ba6541c15c7f202a2b94e09bc30db03/15872325/15872325.jpg","NOW CHINESE BEST 2","1"
"滚石唱片","http://music.taihe.com/album/15873935","1997-07-11","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/0d8f3f132cf393d2127d2aa3de06f423/15873935/15873935.jpg","驿动男人心(II)","4"
"不详","http://music.taihe.com/album/158782","2003-02-14","陈冠希","http://music.taihe.com/artist/1053","http://qukufile2.qianqian.com/data2/pic/f2319433e4594908cb8a7eab58e43afe/158782/158782.png","Hits Or Misses","5"
"不详","http://music.taihe.com/album/15900302","2001-02-06","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/a6b401af5d47a0e7669c0c718523634c/15900302/15900302.jpg","2021爱你爱一辈子原曲原唱天王世纪情歌典藏","4"
"不详","http://music.taihe.com/album/15914038","1999-11-30","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/fe20ec97d617198dbd6a6aa271576a4e/15914038/15914038.jpg","爱情麻辣烫电影情歌精选","0"
"不详","http://music.taihe.com/album/15925517","1999-04-01","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/28bd9a512debcc0a7c728586f8a6b352/15925517/15925517.jpg","广告歌曲大赏","3"
"滚石唱片","http://music.taihe.com/album/15926912","1999-11-19","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/3b3f0d25328da33d1d4c9cf514ce97c8/15926912/15926912.jpg","滚石国语1歌","2"
"力行网际（上海）文化传媒有限公司","http://music.taihe.com/album/159338","2009-12-18","彭佳慧","http://music.taihe.com/artist/1425","http://qukufile2.qianqian.com/data2/pic/73078ea63368286069dba1b57a3c2af1/159338/159338.jpg","因为女人说","20"
"福茂唱片","http://music.taihe.com/album/159451","2006-01-10","中国娃娃","http://music.taihe.com/artist/2558","http://qukufile2.qianqian.com/data2/pic/c0882774b9a671073691bb1b91843aca/159451/159451.jpg","贺岁 发财发福中国年","33"
"福茂唱片","http://music.taihe.com/album/159530","2001-01-01","蟑螂乐队","http://music.taihe.com/artist/211916","http://qukufile2.qianqian.com/data2/pic/6cac640ad037f5fbc2eb65e8a0c6c158/159530/159530.jpg","IPIS第四蟑 ","0"
"亚神音乐","http://music.taihe.com/album/159599","2009-05-01","棉花糖","http://music.taihe.com/artist/1572","http://qukufile2.qianqian.com/data2/music/8B5BB6443F184C57FF14BDBBF6C86EDF/252268609/252268609.jpg","小飞行","20"
"滚石唱片","http://music.taihe.com/album/15961425","2004-12-16","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/606466544f57a8fa6d0f9eb3cf7177fd/611743318/611743318.jpg","向左走向右走 电视原声带","1"
"环球唱片","http://music.taihe.com/album/159716","2010-01-16","Owl City","http://music.taihe.com/artist/177787","http://qukufile2.qianqian.com/data2/pic/331e75996605a837d3443ad2e5a5c042/159716/159716.jpg","Ocean Eyes","169"
"龙乐文化","http://music.taihe.com/album/159817","2005-12-20","爱乐公社","http://music.taihe.com/artist/2308","http://qukufile2.qianqian.com/data2/pic/8c71942459bb8190a63400b42d435241/610261680/610261680.jpg","流浪猫","0"
"上华唱片","http://music.taihe.com/album/16002319","1994-05-01","孟庭苇","http://music.taihe.com/artist/1191","http://qukufile2.qianqian.com/data2/music/3EBE1E6D82262397A93F107827D4F132/253254518/253254518.jpg","钻石金选集","15"
"不详","http://music.taihe.com/album/16022023","1993-12-01","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/78d5ff0dc63b793c27709f9ce8b592e9/16022023/16022023.jpg","10年金马奖最佳电影主题曲 光荣岁月","2"
"环球唱片","http://music.taihe.com/album/160454","2009-03-31","Hayley Sales","http://music.taihe.com/artist/1232557","http://qukufile2.qianqian.com/data2/music/1311DE4E1DF1DE405264BFE28BE02463/252269185/252269185.jpg","Sunseed","21"
"环球唱片","http://music.taihe.com/album/161068","2005-10-02","Earl Brutus","http://music.taihe.com/artist/948467","http://qukufile2.qianqian.com/data2/music/520A0952A7B8476648D5AF16FEABAB95/252269026/252269026.jpg","Tonight You Are The Special One","0"
"环球唱片","http://music.taihe.com/album/161334","2005-07-12","迪克牛仔","http://music.taihe.com/artist/1127","http://qukufile2.qianqian.com/data2/pic/88517436/88517436.jpg","国语真经典","7"
"环球唱片","http://music.taihe.com/album/161898","2004-03-15","Norther","http://music.taihe.com/artist/1448611","http://qukufile2.qianqian.com/data2/music/F9638D3B39D5B96F39DED4A26D72B9CA/252229364/252229364.jpg","Death Unlimited","0"
"环球唱片","http://music.taihe.com/album/161909","2009-03-20","Nena Daconte","http://music.taihe.com/artist/1448912","http://qukufile2.qianqian.com/data2/music/C933D90A2381820B9E60F3C24765E5AB/252234209/252234209.jpg","Retales De Carnaval","0"
"滚石唱片","http://music.taihe.com/album/16217611","2010-08-06","影视原声","http://music.taihe.com/artist/87998408","http://qukufile2.qianqian.com/data2/pic/4b9985d6dd7ab651bdac6b30352b4b6c/611750005/611750005.jpg","爱你一万年 电影原声带","2"
"华谊兄弟","http://music.taihe.com/album/162761","2016-09-21","牛奶咖啡","http://music.taihe.com/artist/1445","http://qukufile2.qianqian.com/data2/pic/0056c9ece8fe9488c30020e1df28bb40/162761/162761.jpg","习惯了寂寞","52"
"SONY","http://music.taihe.com/album/162870","2008-07-25","南拳妈妈","http://music.taihe.com/artist/1387","http://qukufile2.qianqian.com/data2/pic/e9515eba18ee4b4414f40b27b609f7d1/162870/162870.jpg","优の良曲 南搞小孩","41"
"龙乐唱片","http://music.taihe.com/album/16326579","2005-09-06","李玲玉","http://music.taihe.com/artist/1499","http://qukufile2.qianqian.com/data2/pic/327baba12c46da8c71d412638de4ab57/601768883/601768883.jpg","美人吟","48"
"龙乐唱片","http://music.taihe.com/album/16337082","2006-02-07","장혜진","http://music.taihe.com/artist/88013689","http://qukufile2.qianqian.com/data2/pic/af4017908a022e7e79150add35bb6063/601810753/601810753.jpg","失眠症","0"
"龙乐文化","http://music.taihe.com/album/16338049","2001-06-19","杨钰莹","http://music.taihe.com/artist/1451","http://qukufile2.qianqian.com/data2/pic/f23c7cfa1470f68b241edc78ef7bffb6/601811025/601811025.jpg","我不想说","110"
"龙乐唱片","http://music.taihe.com/album/16338164","2007-08-15","山野","http://music.taihe.com/artist/239565599","http://qukufile2.qianqian.com/data2/pic/d567be24fbe7f712415b784e5eb2ee38/601815155/601815155.jpg","我们的无奈","3"
"龙乐唱片","http://music.taihe.com/album/16399126","1992-01-01","陈明","http://music.taihe.com/artist/1212","http://qukufile2.qianqian.com/data2/pic/4974aa0e07d1433f1bedd4d900f16fd5/601762144/601762144.jpg","半个月亮","1"
"Columbia","http://music.taihe.com/album/16402087","2012-07-24","Passion Pit","http://music.taihe.com/artist/31284939","http://qukufile2.qianqian.com/data2/pic/371088c51dc8c67d526783cc80cef5ae/610362882/610362882.jpg","Gossamer","1"
"龙乐唱片","http://music.taihe.com/album/16463813","2004-10-07","陈少华","http://music.taihe.com/artist/1671","http://qukufile2.qianqian.com/data2/pic/3e592dfcd21d77c275b0428a1d2df34e/607833111/607833111.jpg","别说我的眼泪你无所谓","6"
"亚神音乐","http://music.taihe.com/album/164655","2008-05-09","JS","http://music.taihe.com/artist/2162","http://qukufile2.qianqian.com/data2/pic/88521183/88521183.jpg","此生最美的风景","6"
"星工场","http://music.taihe.com/album/165370","1996-01-01","罗中旭","http://music.taihe.com/artist/1147","http://qukufile2.qianqian.com/data2/music/0782C14F7F214BA0B5DD96DE52D05A85/252268031/252268031.jpg","星光灿烂","9"
"天中文化","http://music.taihe.com/album/165400","不详","林依轮","http://music.taihe.com/artist/1148","http://qukufile2.qianqian.com/data2/pic/4efdfb04a723dd0de4cad5f337b8651a/165400/165400.jpg","向快乐出发","11"
"滚石唱片","http://music.taihe.com/album/165457","2003-03-14","李宗盛","http://music.taihe.com/artist/1925","http://qukufile2.qianqian.com/data2/pic/88522411/88522411.jpg","滚石香港黄金十年-李宗盛精选","125"
"不详","http://music.taihe.com/album/165460","2006-06-16","李圣杰","http://music.taihe.com/artist/1230","http://qukufile2.qianqian.com/data2/pic/3e365e7535b811de49d93048e40a3c35/165460/165460.jpg","关于你的歌","15"
"不详","http://music.taihe.com/album/165486","2008-09-10","林峯","http://music.taihe.com/artist/2518","http://qukufile2.qianqian.com/data2/pic/ab808d1c45b05cd56a10b2585238d9dc/568764902/568764902.jpg","Your Love","0"
"英皇唱片","http://music.taihe.com/album/165545","2007-11-23","林峯","http://music.taihe.com/artist/2518","http://qukufile2.qianqian.com/data2/music/7BCDE973C3846605F3B1BCC73DDDB5E0/252634422/252634422.jpg","爱在记忆中找你","11"
"天狼唱片","http://music.taihe.com/album/165558","2007-04-01","李健","http://music.taihe.com/artist/1383","http://qukufile2.qianqian.com/data2/pic/b27435297027406c26b3b74d9e805263/165558/165558.jpg","想念你","320"
"环球唱片","http://music.taihe.com/album/16573259","2001-10-02","Elton John","http://music.taihe.com/artist/9470","http://qukufile2.qianqian.com/data2/music/61C0163D244FBDB662556431C707B9E1/253228802/253228802.jpg","Songs From The West Coast","0"
"福茂唱片","http://music.taihe.com/album/16573381","2012-08-03","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/08f81b21f2f67e5ca42b7f163cc8b4a9/611850490/611850490.jpg","花是爱 电视原声带","0"
"环球唱片","http://music.taihe.com/album/165805","1997-01-01","郑钧","http://music.taihe.com/artist/1378","http://qukufile2.qianqian.com/data2/pic/5e0c185509aa3e960641fe4ab5ede7d6/165805/165805.jpg","第三只眼","31"
"海蝶音乐","http://music.taihe.com/album/16580920","2012-08-01","By2","http://music.taihe.com/artist/1418","http://qukufile2.qianqian.com/data2/music/5538F64B0249126513250F3F57EFEBDD/252931882/252931882.jpg","2020爱你爱你","70"
"众水之音","http://music.taihe.com/album/16593209","2007-06-05","贵族乐团","http://music.taihe.com/artist/14674804","http://qukufile2.qianqian.com/data2/pic/506623316ee3e88eea09e5d235d44806/610356894/610356894.jpg","美声天籁","38"
"众水之音","http://music.taihe.com/album/16593526","2013-01-01","女声四重唱","http://music.taihe.com/artist/14783064","http://qukufile2.qianqian.com/data2/pic/195cbdff461e8d65b20e8fea671a32be/609141337/609141337.jpg","国语老歌留声机VOL4","26"
"众水之音","http://music.taihe.com/album/16593640","2013-01-01","女声四重唱","http://music.taihe.com/artist/14783064","http://qukufile2.qianqian.com/data2/pic/8085e391e18a4e6bca03d9115d69d114/609141490/609141490.jpg","国语老歌留声机VOL5","19"
"滚石唱片","http://music.taihe.com/album/16600061","2012-08-24","万芳","http://music.taihe.com/artist/1244","http://qukufile2.qianqian.com/data2/pic/e19c992a562aaace62aa083c770be807/580004742/580004742.jpg","原来我们都是爱着的","10"
"美力音乐","http://music.taihe.com/album/16607089","2012-08-06","艾梦萌","http://music.taihe.com/artist/1406","http://qukufile2.qianqian.com/data2/pic/1b5ba4b38f780a04c4500a442ae699a4/611914947/611914947.jpg","眼泪成海","3"
"环球唱片","http://music.taihe.com/album/166072","2008-12-23","张学友","http://music.taihe.com/artist/2507","http://qukufile2.qianqian.com/data2/pic/4ccbe67bab488c6035251879a8bb3c44/565422625/565422625.jpg","学友光年世界巡迴演唱会’07-香港站","71"
